"","sex","SA3","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011"
"1","F",10101,30245,30313,30339,30343,30357,30481,30578,30754,30970,31141,31356,31535,31746,31936,32094,32337,32532,32971,33557,34223,34682
"2","M",10101,31422,31438,31367,31308,31245,31305,31390,31529,31606,31811,32014,32249,32499,32614,32797,32947,33275,33699,34188,34727,35093
"4","F",10102,17333,17930,18410,18894,19311,19657,20048,20327,20923,21870,22380,23023,23759,24100,24655,25246,25704,26249,26765,27275,27685
"5","M",10102,17948,18479,18888,19296,19625,19906,20274,20556,21181,22156,22844,23591,24350,24720,25264,25872,26397,27024,27589,28135,28366
"7","F",10103,8427,8487,8512,8550,8550,8603,8577,8647,8743,8717,9055,9163,9196,9230,9247,9291,9341,9361,9372,9416,9419
"8","M",10103,9665,9776,9850,9927,10018,10096,10012,10059,10083,10031,9755,9842,9888,9898,9958,10046,10072,10079,10129,10161,10176
"10","F",10104,26392,27183,27779,28406,28794,29291,29782,30299,30878,31484,32293,32781,33218,33655,33907,34116,34376,34566,34793,35250,35442
"11","M",10104,27048,27706,28194,28721,29005,29386,29799,30300,30865,31476,31800,32282,32723,33132,33392,33592,33943,34196,34421,34739,34965
"13","F",10201,69451,71283,72736,73975,75303,76796,77926,78816,80111,81370,82554,83157,83323,83215,83272,83528,84025,84974,85826,86477,86840
"14","M",10201,66257,67959,69298,70455,71724,73103,73935,74667,75786,76918,78042,78231,78135,78008,78190,78357,78950,80179,81255,81874,82178
"16","F",10202,53247,55048,56461,57875,59110,60817,62355,63809,65390,67094,68877,70209,71121,71564,72249,72972,74156,75830,76986,78048,78916
"17","M",10202,50875,52606,53943,55259,56448,58034,59315,60597,62034,63562,65123,65933,66740,67212,67692,68194,69368,71355,72729,73962,74723
"19","F",10301,18207,18406,18581,18815,19037,19200,19377,19512,19728,19884,20100,20254,20375,20436,20565,20669,20804,21111,21595,21906,22140
"20","M",10301,18531,18758,18928,19169,19405,19592,19772,20006,20251,20424,20716,20939,21039,21067,21244,21453,21644,21989,22500,22805,23036
"22","F",10302,29898,29999,29880,29859,29658,29514,29459,29429,29375,29250,29263,29096,28829,28523,28318,28183,28025,27895,27914,28043,28161
"23","M",10302,30125,30214,30155,30179,29994,29869,29849,29819,29777,29760,29724,29521,29218,28875,28652,28491,28411,28323,28328,28354,28384
"25","F",10303,21398,21460,21463,21481,21491,21463,21409,21392,21524,21466,21501,21412,21369,21341,21262,21196,21364,21513,21713,21930,22133
"26","M",10303,21829,21904,21918,21928,21936,21929,21962,21953,22100,22127,22237,22207,22093,22008,21913,21923,22101,22324,22725,22997,23227
"28","F",10304,24645,24885,25083,25142,25123,25151,25342,25715,25998,26193,26298,26400,26481,26290,26338,26486,26702,27016,27412,27860,28358
"29","M",10304,24029,24276,24429,24483,24465,24485,24694,25121,25466,25709,25990,26048,26032,26021,25990,25996,26351,26709,27081,27493,27960
"31","F",10401,21395,21766,21944,22193,22366,22547,22912,23389,23438,23537,23835,23931,24009,24119,24239,24348,24507,24635,25014,25358,25589
"32","M",10401,21648,22078,22305,22588,22842,23042,23390,23562,23677,23853,23954,24033,24056,24092,24211,24389,24644,24765,24977,25215,25258
"34","F",10402,32079,32829,33657,34469,35285,35819,36321,36670,37180,37752,38370,38867,39428,39802,40113,40520,40980,41550,42024,42617,43018
"35","M",10402,32105,32768,33524,34285,35039,35506,35885,36147,36597,37112,37304,37810,38295,38738,38929,39265,39733,40229,40613,41067,41317
"37","F",10501,15157,15180,15112,15084,14960,14906,14875,14660,14534,14412,14348,14069,13686,13359,13104,12882,12764,12694,12688,12743,12719
"38","M",10501,16804,16861,16821,16806,16721,16659,16660,16602,16461,16301,16184,15845,15461,15054,14731,14407,14182,14002,13977,13943,13779
"40","F",10502,14084,13900,13658,13330,12922,12661,12506,12470,12369,12147,12058,11890,11721,11533,11404,11295,11264,11206,11141,11073,11036
"41","M",10502,14191,13990,13720,13369,12942,12639,12536,12464,12392,12219,12150,11942,11703,11522,11364,11196,11183,11137,11039,10968,10901
"43","F",10503,32846,33408,33630,33853,33834,33793,33940,34140,34517,34577,34788,34657,34461,34303,34171,34149,34338,34472,34647,34909,35045
"44","M",10503,32543,33016,33140,33284,33189,33076,33141,33351,33679,33818,34054,33928,33732,33558,33464,33389,33291,33834,34297,34582,34511
"46","F",10601,36588,36654,36647,36727,36865,37114,37428,37693,37936,38111,37990,38209,38413,38574,38758,38942,39395,39948,40450,41115,41788
"47","M",10601,35583,35752,35892,36071,36285,36628,36926,37198,37470,37783,38451,38761,39047,39150,39461,39737,40340,40974,41552,42212,42904
"49","F",10602,22950,23146,23360,23618,23918,24209,24699,25137,25584,26162,26456,27259,28043,28675,29488,30291,31140,31727,32258,32880,33607
"50","M",10602,21966,22183,22447,22712,23006,23327,23748,24178,24596,25190,25868,26668,27415,28078,28849,29643,30530,31113,31637,32217,32933
"52","F",10603,23300,23916,24779,25491,26339,27094,27845,28483,29187,29947,30330,30917,31617,32037,32463,32507,33155,33624,34184,34799,35168
"53","M",10603,22964,23562,24446,25136,25944,26670,27417,28065,28770,29625,30714,31170,31719,32051,32321,32322,33000,33475,33954,34490,34871
"55","F",10604,13956,14017,14079,14129,14110,14100,14128,14086,14006,13942,13945,14034,14059,14055,14056,14103,14160,14313,14469,14651,14850
"56","M",10604,15060,15078,15076,15067,15001,14938,14848,14706,14612,14512,14584,14720,14678,14582,14692,14869,14927,15035,15210,15440,15684
"58","F",10701,34308,34295,34290,34330,34444,34808,34953,35281,35559,35686,35775,36048,36238,36330,36298,36403,36678,37015,37347,37761,37814
"59","M",10701,35202,35059,34913,34859,34854,35071,35143,35468,35781,35952,36527,36630,36636,36650,36464,36359,36593,36888,37163,37448,37516
"61","F",10703,32294,33174,33943,34643,35437,36048,36856,37472,38243,39050,39750,40180,40634,40799,41063,41314,41671,42303,42874,43454,43940
"62","M",10703,32459,33291,34007,34654,35423,35976,36645,37208,37925,38671,39359,39664,39989,40216,40374,40480,40952,41525,42066,42604,43019
"64","F",10704,55148,55366,55553,55753,56159,56727,57106,57151,57369,57602,58193,58709,58878,58943,59004,59083,59701,60619,61515,62452,63139
"65","M",10704,55458,55573,55633,55754,56056,56493,56847,56948,57230,57518,57767,58451,58710,58705,58942,59051,59785,60902,61849,62794,63586
"67","F",10801,11573,11913,12187,12428,12748,13030,13362,13671,13795,14022,14213,14395,14510,14708,14783,14842,15043,15137,15357,15587,15728
"68","M",10801,11141,11463,11741,11976,12275,12550,12887,13172,13293,13558,13881,14094,14209,14386,14461,14479,14662,14757,14928,15119,15239
"70","F",10802,21109,21530,21678,21950,22083,22160,22325,22517,22607,22624,22762,22783,22721,22899,23052,23080,23219,23494,23786,24034,24176
"71","M",10802,21059,21448,21567,21805,21901,21934,22096,22314,22341,22352,22473,22586,22657,22915,23280,23309,23523,23709,23938,24142,24242
"73","F",10804,25541,26426,27170,28123,29099,29644,30228,31184,32002,32927,33400,34189,34874,35428,35784,35943,36556,37306,37702,38312,38694
"74","M",10804,23928,24729,25387,26233,27053,27506,28038,28926,29706,30521,31474,32292,32946,33503,33849,34020,34553,35217,35594,36120,36572
"76","F",10805,23173,23507,23802,24116,24240,24331,24426,24523,24690,24730,25033,25183,25428,25608,25783,25833,26045,26286,26505,26751,26920
"77","M",10805,23195,23463,23659,23911,24038,24070,24106,24217,24409,24568,24392,24550,24836,25032,25152,25154,25272,25410,25602,25856,26127
"79","F",10901,26374,26621,26799,27047,27303,27513,27685,27836,27951,28095,28270,28464,28600,28748,28934,29122,29399,29583,29788,30001,30186
"80","M",10901,25836,26014,26092,26235,26386,26518,26648,26791,26945,27083,27313,27518,27646,27781,28059,28334,28605,28790,28896,29067,29151
"82","F",10902,7135,7123,7088,7031,7009,7011,6955,6916,6872,6766,6710,6655,6593,6513,6476,6428,6332,6270,6221,6204,6174
"83","M",10902,7659,7642,7617,7574,7531,7539,7528,7525,7475,7387,7410,7320,7213,7103,7036,7009,6947,6892,6809,6754,6650
"85","F",10903,20127,20236,20286,20247,20273,20370,20424,20432,20509,20499,20521,20522,20445,20336,20381,20574,20602,20568,20643,20663,20656
"86","M",10903,20966,21055,21058,21000,20976,21035,21142,21186,21266,21206,21511,21393,21274,21145,21055,21102,21165,21138,21184,21107,20978
"88","F",11001,19930,19896,19694,19568,19309,19148,19118,19054,18981,18898,18739,18636,18474,18336,18308,18341,18406,18661,18859,19015,19133
"89","M",11001,19217,19158,18932,18780,18498,18292,18218,18136,18016,17954,18004,17958,17817,17715,17675,17694,17733,17921,18133,18248,18264
"91","F",11002,20015,19949,19783,19596,19268,19089,19111,19144,19136,19040,19040,19063,18963,18885,18929,19018,19048,19096,19262,19378,19421
"92","M",11002,19967,19911,19742,19559,19214,19039,19046,19061,19025,18994,19098,19095,19022,18928,18956,19094,19135,19155,19319,19410,19438
"94","F",11003,15015,14874,14693,14543,14337,14149,14256,14254,14361,14381,14395,14199,13962,13668,13433,13239,13036,12958,12973,13055,13098
"95","M",11003,16133,15922,15669,15447,15152,14894,14993,15133,15260,15409,15612,15333,14979,14557,14225,13989,13819,13749,13718,13695,13693
"97","F",11004,38378,38400,38253,38237,37984,37873,37902,37920,37941,37962,37888,37891,37867,37794,37795,38089,38388,38651,39056,39557,40052
"98","M",11004,37439,37372,37112,36997,36645,36457,36555,36653,36687,36711,36949,37051,37054,37038,37041,37306,37731,38079,38533,39070,39460
"100","F",11101,55703,55917,56042,56268,56617,57095,57601,58130,58691,59121,59396,59514,59593,59564,59492,59494,59569,60015,60767,61309,61804
"101","M",11101,53581,53799,53978,54182,54507,54950,55323,55750,56230,56753,57476,57726,57882,57855,57924,57960,58248,58617,59203,59586,60072
"103","F",11102,29914,30261,30400,30885,31426,31837,32489,33048,33606,33811,33756,34185,34460,34621,34733,34753,35073,35579,36086,36427,36776
"104","M",11102,28786,29129,29287,29752,30258,30652,31207,31698,32199,32468,33493,33749,33952,34055,34101,34064,34424,34904,35332,35666,35903
"106","F",11103,69602,70010,70374,70514,70802,71554,72063,72332,72646,73288,75506,76013,76517,77029,77398,77708,78628,79506,80126,80938,81957
"107","M",11103,73486,73379,73006,72690,72634,72754,73110,73433,73857,73981,72567,73234,74038,74693,75302,75803,76763,78064,78987,79874,81050
"109","F",11201,28273,29239,30060,31214,32310,32931,33642,34311,35108,35674,36385,36947,37323,37559,37670,37849,38095,38340,38589,38809,38892
"110","M",11201,28503,29328,30019,31033,32002,32496,33126,33740,34445,34995,35511,35959,36286,36461,36535,36696,36857,37022,37202,37352,37466
"112","F",11202,34632,34972,35075,35260,35413,35480,35539,35509,35348,35346,34894,34902,34899,34881,34960,35233,35516,35620,35767,35979,36135
"113","M",11202,33991,34218,34212,34310,34345,34280,34193,34010,33852,33769,33993,33954,33798,33816,34044,34441,34724,34916,35145,35426,35568
"115","F",11203,27374,28400,29490,30757,31923,33036,34194,35157,35897,36952,37633,38491,39566,40421,40820,41394,42282,43367,44329,45016,45315
"116","M",11203,26811,27722,28711,29861,30919,31903,32972,33904,34636,35666,36347,37220,38302,39134,39562,40137,40778,41475,42210,42706,43122
"118","F",11301,22723,22739,22768,22828,22834,22985,23104,23173,23464,23819,24075,23971,23779,23669,23589,23571,23565,23586,23725,23834,23895
"119","M",11301,23670,23704,23795,23903,23969,24167,24270,24332,24635,25036,25298,25199,24988,24763,24601,24520,24371,24411,24570,24572,24523
"121","F",11302,7555,7517,7473,7417,7361,7343,7334,7311,7260,7228,7313,7280,7290,7168,7129,7123,7112,7072,7106,7151,7160
"122","M",11302,7874,7876,7855,7847,7833,7844,7837,7818,7881,7875,7799,7767,7773,7637,7581,7588,7556,7531,7595,7636,7633
"124","F",11303,43532,43700,44114,44188,44117,44161,44096,43860,43920,43939,43907,43978,43915,43941,44192,44544,44936,45294,45633,45967,46258
"125","M",11303,42706,42828,43170,43226,43140,43108,43257,43372,43521,43480,43722,43870,43830,43885,44121,44529,45074,45586,46014,46223,46251
"127","F",11401,35541,36730,37639,38506,39306,40048,40945,41562,42383,43208,43797,44363,44779,45017,45444,45613,46008,46361,47034,47719,48275
"128","M",11401,34826,35931,36718,37480,38176,38798,39684,40286,41123,41953,43030,43658,44052,44302,44700,44868,45456,45896,46588,47215,47731
"130","F",11402,17312,17728,18092,18436,18874,19320,19592,19803,20316,20897,21581,21942,22131,22246,22279,22381,22641,22901,23226,23549,23819
"131","M",11402,16913,17289,17619,17946,18386,18798,19088,19313,19890,20528,20746,20966,21064,21091,21090,21103,21404,21615,21918,22173,22299
"133","F",11501,47284,48266,49166,49885,51022,52224,54103,56046,57172,58218,60226,61615,63149,64536,65692,66547,67342,68521,69679,70343,70821
"134","M",11501,46808,47804,48700,49420,50571,51741,53481,55358,56395,57332,58048,59413,60797,61861,62808,63600,64581,66016,67468,68211,68816
"136","F",11502,10817,10919,11103,11344,11504,11710,11954,12118,12299,12500,12487,12464,12506,12543,12553,12622,12690,12832,12992,13092,13237
"137","M",11502,10708,10809,10999,11239,11398,11603,11820,11969,12130,12305,12688,12571,12534,12485,12499,12508,12534,12719,12901,13023,13128
"139","F",11503,9814,10025,10269,10474,10646,10870,11117,11332,11538,11741,11590,11714,11753,11677,11678,11757,11811,11908,12035,12091,12149
"140","M",11503,9396,9592,9831,10022,10192,10404,10632,10848,11058,11258,11929,12009,12100,11933,11906,12002,12105,12275,12516,12630,12680
"142","F",11504,5779,5861,5913,5973,5991,6042,6143,6589,7528,8563,9094,10293,11000,11450,11941,12466,12702,12984,13289,13475,13707
"143","M",11504,5775,5853,5915,5979,6002,6046,6136,6566,7500,8503,9437,10712,11449,11862,12292,12818,13101,13456,13791,14008,14328
"145","F",11601,56491,56637,56757,56885,57272,57809,58555,59199,60031,60184,60758,60382,59581,59631,60104,60510,61124,62161,63256,64383,65215
"146","M",11601,56756,56851,56921,57017,57367,57799,58392,59005,59747,59793,60155,60005,59844,59658,59413,59607,60420,61696,62950,64087,65045
"148","F",11602,11620,12239,12861,13670,14983,16401,17373,18483,19890,21655,23242,25294,26814,28073,29200,30516,32179,33605,35102,36859,38152
"149","M",11602,12147,12693,13209,13948,15176,16491,17491,18631,20099,21918,23794,25852,27413,28666,29820,31213,33004,34565,36163,37970,39208
"151","F",11603,41909,43235,43735,44683,45623,46384,46867,47264,47778,48355,49019,48831,48775,49428,49890,50445,51062,51930,52672,53430,54039
"152","M",11603,40979,42236,42678,43570,44456,45130,45602,46061,46632,47292,48183,48092,48000,48316,48547,48860,49578,50639,51539,52471,53216
"154","F",11701,17954,17854,17745,17677,17701,17920,18221,18367,18407,18481,18584,18709,18759,18650,18750,18903,19180,19640,20115,20523,20845
"155","M",11701,18112,17944,17775,17653,17633,17794,18029,18173,18211,18287,18382,18449,18469,18431,18465,18550,18861,19378,19911,20386,20659
"157","F",11702,26924,26878,26585,26596,26492,26566,26435,25853,25602,25540,25155,25165,25128,25162,25141,25076,25381,25863,26215,26564,26731
"158","M",11702,28516,28359,27933,27823,27590,27556,27308,26420,26158,25993,25842,25591,25013,24673,24678,25025,25402,26001,26443,26821,26971
"160","F",11703,44787,45214,45711,46977,49438,51404,53473,55853,58011,59536,61604,65244,69465,73031,76021,78784,81256,83218,85293,87213,88113
"161","M",11703,50313,50858,51508,53162,56217,58593,61237,64275,67101,69045,71569,75469,79948,83918,87171,90186,92642,94810,96931,98742,100465
"163","F",11801,60947,61429,61511,62192,62954,63656,63337,62698,62570,62453,62251,62281,62546,62481,62474,63087,63833,64637,65448,66107,66910
"164","M",11801,56780,57227,57308,57944,58699,59327,59139,58927,58513,58486,58123,58147,58018,58240,58594,59259,60102,60976,62000,62714,63442
"166","F",11802,59623,59874,60068,60301,60771,61728,62169,62190,62490,62484,62837,62781,62737,62646,62906,63271,64757,66232,67558,68651,69529
"167","M",11802,57990,58436,58796,59218,59892,60968,61134,61148,61329,61387,61619,61609,61515,61442,61690,62075,63472,64904,66417,67355,68263
"169","F",11901,70352,70405,69929,69984,70687,71624,72602,72883,73013,73909,75010,75369,75736,75892,76374,77450,78988,80450,81807,82900,84134
"170","M",11901,70047,69931,69256,69115,69655,70369,71265,71575,71775,72703,73527,73604,73748,73662,74217,75184,76948,78567,80060,81188,82471
"172","F",11902,60703,60761,60566,60706,61413,62486,62836,62528,62217,61687,61465,61252,60935,60761,60966,61321,62198,63413,64279,64969,65422
"173","M",11902,60754,60775,60530,60610,61296,62295,62542,62317,62062,61608,62141,61581,60854,60398,60652,61332,62561,64302,65548,66427,67006
"175","F",11903,51584,51475,51099,50906,51310,51923,53112,53514,54035,55029,56302,56527,56846,57292,57850,58295,59083,60069,61099,61974,62747
"176","M",11903,49623,49607,49331,49231,49729,50380,51374,51724,52166,53058,53796,54041,54098,54345,54694,55065,55964,57068,58192,59154,59837
"178","F",11904,56335,56339,55985,55877,56319,56823,57392,57597,58068,58242,58916,59125,59606,60004,60486,60965,61975,63390,64513,65154,65473
"179","M",11904,53952,53935,53527,53395,53798,54219,54729,54947,55426,55645,56280,56463,57255,57875,58571,59267,60580,62328,63716,64474,64602
"181","F",12001,28297,28279,28155,28179,28377,28634,29057,29482,30137,30981,31632,32064,32560,33207,33993,34695,35510,36478,37885,38952,40088
"182","M",12001,26573,26545,26407,26418,26582,26807,27164,27579,28213,29014,29598,29931,30418,31014,31701,32351,33284,34368,35892,37012,38273
"184","F",12002,23906,23984,23811,23915,24121,24357,24646,25022,25448,25706,25900,25975,26283,26438,26477,26716,27154,27696,28208,28678,29038
"185","M",12002,22587,22569,22325,22334,22460,22588,22816,23173,23571,23817,24246,24288,24378,24421,24437,24527,24941,25437,25907,26291,26604
"187","F",12003,63871,63863,63421,63198,63462,64099,64495,64500,64836,64687,65146,65412,66074,66754,67464,68372,69733,70757,71895,72499,73227
"188","M",12003,62718,62634,62169,61930,62159,62718,62926,62902,63134,62897,63205,63415,63763,64430,65150,66107,67724,68989,70457,71083,71648
"190","F",12101,44133,44165,44177,44157,44641,45186,45554,45927,46571,47472,48171,48982,49503,50055,50628,51084,51790,52160,52878,53613,54330
"191","M",12101,40619,40784,40915,41028,41633,42241,42528,42950,43589,44499,45292,46096,46607,47099,47613,48071,48889,49358,50116,50768,51455
"193","F",12102,33308,33607,33864,34006,34324,34664,35231,35624,36046,36291,36504,37383,37906,38104,38398,38474,38959,39494,39852,40178,40389
"194","M",12102,31784,32041,32262,32409,32708,33005,33460,33831,34233,34431,35258,35921,36300,36511,36597,36776,37281,38026,38606,39111,39445
"196","F",12103,55367,55308,55047,54747,54375,54310,54488,54501,54762,55126,55923,55791,55703,55302,54782,54532,55050,56199,57434,58579,59427
"197","M",12103,51466,51471,51250,51037,50749,50698,50729,50786,51035,51359,51347,51299,51136,50840,50393,50217,50775,52026,53284,54362,55475
"199","F",12104,41674,41900,41923,42544,43287,44148,44482,44738,45129,45270,45232,45298,45495,45781,46134,46476,46983,47619,48360,48953,49441
"200","M",12104,36486,36743,36824,37404,38104,38889,39136,39266,39525,39694,40572,40596,40765,41061,41100,41430,42066,42893,43881,44599,45192
"202","F",12201,18689,18750,18779,19000,19080,19240,19276,19280,19309,19315,19438,19555,19604,19664,19646,20015,20369,20408,20905,21361,21722
"203","M",12201,17738,17792,17807,18012,18094,18228,18244,18298,18437,18459,18990,18977,18971,18982,18981,19011,19406,19444,20033,20538,21096
"205","F",12202,26786,26923,26932,27076,27215,27471,27811,28021,27979,28081,28338,28368,28163,27940,28286,28594,28954,29298,29976,30356,30685
"206","M",12202,26225,26388,26421,26588,26763,27035,27269,27415,27377,27491,27707,27709,27674,27670,27657,27658,27726,27839,28696,29221,29770
"208","F",12203,65582,65392,65029,65008,65148,65692,66057,66418,66993,67779,68494,68593,68751,68990,69582,70266,71393,72428,73367,74271,74996
"209","M",12203,64202,64037,63689,63687,63872,64401,64630,64930,65452,66184,66849,66968,67045,67192,67589,68056,69236,70425,71523,72503,73427
"211","F",12301,9011,9841,10561,11477,12751,13693,14796,16105,17456,18666,20171,21142,21838,22216,22848,23258,24109,24955,25827,26592,27378
"212","M",12301,8926,9711,10393,11261,12486,13376,14437,15721,17053,18251,19352,20268,20865,21174,21773,22139,23054,23955,24883,25647,26406
"214","F",12302,72467,73393,73894,74207,74524,75040,75260,75342,75518,75697,75976,75970,75679,75131,75049,74978,75335,75868,76718,76953,77314
"215","M",12302,71306,72165,72591,72859,73127,73546,73648,73694,73875,74075,74603,74412,74166,73679,73329,72760,73204,73784,74563,74799,75107
"217","F",12303,13095,13437,13752,14097,14431,14791,15024,15387,15675,16049,16384,16555,16848,17066,17235,17442,17608,17877,18138,18362,18650
"218","M",12303,13570,13873,14146,14449,14751,15070,15275,15638,15914,16303,16713,16874,17125,17299,17467,17638,17855,18141,18425,18635,18896
"220","F",12401,37192,37392,37485,37610,37709,37964,38217,38392,38596,38749,39061,39150,39187,39016,38902,38800,39009,39511,39948,40083,40179
"221","M",12401,35460,35658,35735,35852,35952,36171,36393,36586,36827,37010,37324,37563,37609,37246,36916,36646,36944,37479,37854,37942,38123
"223","F",12403,50960,52344,53680,54641,55465,56198,57327,58247,58964,59988,61617,62122,62161,61749,61964,62145,62562,63416,64036,64471,65178
"224","M",12403,51153,52460,53737,54632,55386,56034,57051,57975,58664,59676,60329,60555,60530,60241,60310,60405,60898,61956,62767,63150,63659
"226","F",12404,15302,15880,16319,16525,16728,17002,17155,17225,17396,17663,17778,17746,17790,17788,17775,17788,17935,18173,18301,18406,18479
"227","M",12404,15298,15861,16293,16483,16691,16959,17091,17162,17325,17602,17950,18004,17933,17776,17632,17578,17776,18076,18250,18376,18464
"229","F",12405,26337,26812,26843,26821,26779,26857,26789,26634,26557,26563,26447,26310,26228,26060,26069,26031,26210,26506,26773,26819,26936
"230","M",12405,26212,26685,26710,26699,26671,26735,26655,26521,26451,26451,26630,26471,26299,26066,26061,25976,26233,26526,26772,26845,26972
"232","F",12501,24791,24980,25144,25452,25922,26395,26662,26683,27078,27519,28211,29038,29697,30624,31834,32779,33929,35019,36079,36846,37485
"233","M",12501,25522,25728,25897,26237,26734,27200,27722,28581,29230,29769,30799,31703,32396,33390,34781,35739,37022,38319,39559,40520,41017
"235","F",12502,27812,27779,27734,27830,27665,27715,27847,27983,28150,28350,28916,28875,28863,28915,29020,29125,29532,29956,30471,30886,31401
"236","M",12502,27327,27341,27342,27483,27383,27458,27597,27733,27968,28213,28306,28015,27885,28043,28258,28164,28652,29200,29840,30332,30757
"238","F",12503,60093,60257,60210,60191,60212,60456,60511,60893,61055,61571,61664,61516,61574,61710,62540,63901,65246,66871,68282,69723,70876
"239","M",12503,60810,60894,60777,60659,60614,60733,60741,60616,60659,61325,62155,61926,61842,62075,62795,63459,64995,66860,68412,69901,71348
"241","F",12504,49591,49812,49750,50150,50542,50934,51332,51699,52380,53095,53795,53743,54190,54846,55582,56836,58237,59946,61791,63393,64656
"242","M",12504,48755,49059,49073,49536,50021,50471,50863,51232,52020,52829,53673,54708,55467,56037,56697,57679,59191,61076,63264,65027,66346
"244","F",12601,20364,20351,20270,20188,20102,20126,20346,20480,20643,20871,21811,21727,21762,21914,21939,21976,22113,22290,22577,22796,23014
"245","M",12601,19989,20007,19963,19910,19865,19911,20120,20269,20465,20724,20491,20312,20264,20453,20562,20729,20921,21179,21523,21750,21935
"247","F",12602,53499,53877,54094,54333,54482,54936,55373,55345,55929,56240,58963,59149,59365,59591,59915,60350,61371,62305,62907,63644,64504
"248","M",12602,56887,56791,56627,56557,56424,56586,56919,56809,57499,57926,56247,56334,56409,56506,56676,56994,58247,59421,60244,61139,61897
"250","F",12701,19612,20864,22104,23271,24788,26342,28584,30346,32279,34135,35528,36709,37269,37712,38131,38751,39086,39566,40253,40898,41794
"251","M",12701,19391,20564,21718,22814,24243,25703,27854,29593,31505,33348,36074,37022,37492,37852,38144,38622,39016,39586,40340,40968,41729
"253","F",12702,83326,84443,85287,85957,86405,87394,87561,88222,88047,88212,88215,88017,87897,87400,88036,88415,89210,90424,91666,92298,92797
"254","M",12702,85806,86672,87245,87673,87864,88524,88594,88060,87504,87971,88718,88284,87810,87287,86985,86671,87475,88960,90261,90897,91163
"256","F",12703,32651,33549,34400,35280,36288,37497,38899,40426,41866,43653,44711,45895,46483,47042,47781,48566,49628,51298,52735,53686,54648
"257","M",12703,32766,33651,34472,35337,36328,37497,38743,40179,41554,43299,45569,46274,46650,47030,47536,48058,49238,51091,52630,53579,54451
"259","F",12801,48558,48692,48863,48875,48936,49141,49661,50455,51073,51484,52240,52553,52628,52578,52784,52891,53384,54280,55149,55669,55771
"260","M",12801,47811,47958,48101,48094,48190,48349,48627,49243,49712,49960,50587,50829,50870,50810,50935,50993,51447,52289,53023,53400,53737
"262","F",12802,49194,49839,50466,51148,51695,52520,53411,53834,54101,54560,54783,54781,54686,54445,54278,54169,54588,55273,55774,55788,55573
"263","M",12802,48643,49291,49878,50532,51089,51869,52501,52791,52931,53239,54291,54273,54020,53513,52963,52658,53120,53890,54489,54611,54556
"265","F",20101,40989,41193,41152,41098,41074,41245,41511,41801,42376,42734,43504,43910,44371,44651,45117,45545,46162,46975,47818,48848,49855
"266","M",20101,38910,39104,39047,38970,38943,39108,39141,39364,39792,40338,40587,41122,41682,41985,42454,42968,43647,44576,45569,46561,47434
"268","F",20102,12290,12421,12488,12552,12596,12672,12704,12744,12783,12874,12902,12871,12855,12920,12877,12863,12887,13040,13267,13421,13546
"269","M",20102,12577,12675,12674,12690,12671,12677,12702,12755,12815,12876,13016,12957,12934,12950,12891,12940,13042,13221,13438,13609,13706
"271","F",20103,11833,11890,11915,11910,11912,11921,11879,11842,11810,11789,11743,11781,11740,11724,11728,11739,11731,11743,11835,11845,11788
"272","M",20103,11958,12088,12164,12201,12263,12327,12274,12197,12163,12144,12209,12164,12147,12032,12003,11996,12061,12111,12225,12293,12327
"274","F",20201,35839,36207,36378,36507,36611,36762,37103,37518,38012,38787,39533,39984,40493,40851,41154,41769,42339,42787,43310,43965,44751
"275","M",20201,33744,34083,34222,34375,34472,34594,34893,35278,35699,36365,36779,37252,37879,38240,38512,39035,39824,40526,41290,42013,42589
"277","F",20202,18627,19018,19258,19516,19651,19814,19877,19907,19973,20033,20000,20153,20343,20537,20713,20844,21022,21235,21510,21697,21955
"278","M",20202,18431,18789,18963,19155,19273,19383,19392,19422,19509,19575,19809,19973,20163,20373,20536,20711,20997,21334,21673,21890,22095
"280","F",20203,6546,6470,6347,6234,6080,6041,6010,5940,5909,5845,5780,5757,5731,5668,5636,5616,5582,5549,5556,5530,5498
"281","M",20203,6805,6755,6656,6548,6467,6436,6387,6294,6259,6174,6153,6127,6084,6049,6030,5970,5955,5937,5902,5872,5805
"283","F",20301,5206,5328,5410,5497,5583,5660,5748,5832,6046,6298,6365,6409,6574,6802,7010,7155,7312,7529,7767,7992,8236
"284","M",20301,5393,5522,5590,5664,5743,5834,5907,5971,6168,6404,6733,6860,7021,7232,7411,7521,7688,7896,8152,8363,8589
"286","F",20302,78146,78512,78380,78077,78111,78225,78217,78551,79559,80473,81697,82675,83432,83969,84459,85051,85718,86597,87582,88740,89875
"287","M",20302,75987,76339,76174,75925,75882,76000,75822,76125,76775,77427,77886,79113,80085,80721,81314,82107,83031,84139,85298,86471,87713
"289","F",20303,21265,21904,22297,22779,23193,23600,23928,24273,24620,25224,25607,26305,26620,26946,27244,27550,28294,29063,29913,30731,31517
"290","M",20303,20536,21056,21424,21735,22150,22485,22772,23086,23407,23962,24681,25375,25761,25988,26356,26671,27413,28191,29019,29794,30650
"292","F",20401,21620,21692,21686,21658,21689,21744,21969,22179,22388,22618,22926,23022,23262,23455,23624,23764,24051,24166,24329,24601,24842
