No.,Code,Name,1996,2001,2006,2011,2016
306,60303,South East Coast,6324.0,6269,6467.954005898204,6634.514164689695,6782.975491778683
307,60401,Burnie - Ulverstone,49041.0,47741,47352.04254296897,46763.85900010913,46093.0540153607
308,60402,Devonport,40543.0,40806,41846.33235227668,42684.6156784342,43412.41670302598
309,60403,West Coast,20925.0,19359,18524.299345260668,17665.62206885914,16836.886908334134
310,70101,Darwin City,16896.0,18469,19451.02658232344,20327.31893016507,21141.99485931063
311,70102,Darwin Suburbs,53761.0,52142,52269.66749244315,52169.411943840314,51959.65555289552
312,70103,Litchfield,13038.0,15344,17964.302975080194,20547.35848923183,23116.871168953814
313,70104,Palmerston,13552.0,22325,28606.40404248037,35159.79228870008,41732.70834936262
314,70201,Alice Springs,36814.0,40207,42968.26505059953,45490.81601353232,47873.06110094897
315,70202,Barkly,6665.0,6041,6117.823735367705,6167.827026596905,6204.081396422729
316,70203,Daly - Tiwi - West Arnhem,13517.0,14731,15744.748314436383,16671.01989627876,17545.875929988197
317,70204,East Arnhem,12235.0,13512,14319.641996592874,15048.430208558733,15731.011696525668
318,70205,Katherine,18038.0,18972,20318.063728493376,21551.171011637318,22717.886633293976
319,80101,Belconnen,85987.0,86182,85905.10691656753,85257.17227795911,84441.95801691059
320,80103,Fyshwick - Pialligo - Hume,1587.0,1399,1290.685453420704,1189.4219497762533,1098.5760275367552
321,80105,North Canberra,38617.0,38610,38561.02341725787,38344.54519157815,38050.6288266336
322,80106,South Canberra,21618.0,22300,22985.488362777498,23556.479857347134,24063.698088592668
323,80107,Tuggeranong,90507.0,91507,98483.70276355275,104913.37744822362,111021.89071852312
324,80108,Weston Creek,24874.0,23726,22864.707489211392,21953.946094913943,21059.204816459787
325,80109,Woden,33192.0,32719,32626.082013518273,32392.0636744587,32094.10546911798
326,99999,Remainder,13598.0,25478,42009.13082963002,57455.58410725216,66127.00923122809
