No.,Code,Name,Age,Males1996,Males2001,Females1996,Females2001
,,,85+,41,51.0,80,152.0
166,30306,Sunnybank,0–4,1007,1333.0,976,1212.0
,,,5–9,1109,1401.0,975,1310.0
,,,10–14,1248,1461.0,1227,1371.0
,,,15–19,1527,1773.0,1564,1709.0
,,,20–24,1713,2011.0,1658,1925.0
,,,25–29,1273,1753.0,1145,1735.0
,,,30–34,1148,1423.0,1091,1374.0
,,,35–39,1079,1380.0,1206,1499.0
,,,40–44,1203,1413.0,1436,1581.0
,,,45–49,1437,1453.0,1504,1630.0
,,,50–54,1142,1493.0,1071,1548.0
,,,55–59,802,1127.0,731,1065.0
,,,60–64,544,800.0,495,710.0
,,,65–69,433,514.0,483,508.0
,,,70–74,318,413.0,414,491.0
,,,75–79,265,326.0,324,421.0
,,,80–84,127,209.0,218,288.0
,,,85+,72,118.0,154,232.0
167,30401,Centenary,0–4,892,1026.0,886,921.0
,,,5–9,954,1043.0,963,1027.0
,,,10–14,1108,1090.0,1089,1123.0
,,,15–19,1193,1249.0,1137,1213.0
,,,20–24,1107,1091.0,1099,1059.0
,,,25–29,839,1044.0,891,1077.0
,,,30–34,953,1044.0,955,1204.0
,,,35–39,1061,1096.0,1164,1138.0
,,,40–44,1100,1175.0,1233,1333.0
,,,45–49,1246,1194.0,1263,1305.0
,,,50–54,912,1228.0,805,1242.0
,,,55–59,525,835.0,524,784.0
,,,60–64,358,514.0,335,485.0
,,,65–69,285,336.0,290,337.0
,,,70–74,202,313.0,251,315.0
,,,75–79,147,184.0,205,258.0
,,,80–84,96,115.0,201,237.0
,,,85+,82,107.0,276,305.0
168,30402,Kenmore - Brookfield - Moggill,0–4,1018,1124.0,947,1057.0
,,,5–9,1229,1383.0,1221,1349.0
,,,10–14,1539,1501.0,1428,1459.0
,,,15–19,1608,1597.0,1531,1563.0
,,,20–24,1330,1282.0,1238,1170.0
,,,25–29,741,893.0,769,912.0
,,,30–34,793,985.0,925,1101.0
,,,35–39,1078,1271.0,1368,1389.0
,,,40–44,1367,1373.0,1564,1593.0
,,,45–49,1656,1436.0,1786,1703.0
,,,50–54,1409,1575.0,1399,1669.0
,,,55–59,1026,1258.0,934,1225.0
,,,60–64,681,903.0,651,850.0
,,,65–69,606,608.0,553,577.0
,,,70–74,387,490.0,419,509.0
,,,75–79,215,331.0,313,405.0
,,,80–84,136,176.0,230,288.0
,,,85+,112,132.0,265,355.0
169,30403,Sherwood - Indooroopilly,0–4,911,910.0,835,909.0
,,,5–9,871,960.0,882,887.0
,,,10–14,1039,1027.0,971,961.0
,,,15–19,2380,2149.0,2544,2492.0
,,,20–24,3272,3257.0,3260,3429.0
,,,25–29,1889,2051.0,1720,1869.0
,,,30–34,1327,1436.0,1286,1383.0
,,,35–39,1320,1202.0,1290,1203.0
,,,40–44,1216,1218.0,1292,1271.0
,,,45–49,1334,1211.0,1417,1313.0
,,,50–54,1037,1231.0,1069,1384.0
,,,55–59,727,971.0,711,1004.0
,,,60–64,567,638.0,583,664.0
,,,65–69,596,509.0,770,562.0
,,,70–74,510,502.0,832,686.0
,,,75–79,487,444.0,740,701.0
,,,80–84,314,321.0,546,630.0
,,,85+,185,229.0,546,593.0
170,30404,The Gap - Enoggera,0–4,1414,1387.0,1303,1314.0
,,,5–9,1434,1477.0,1459,1309.0
,,,10–14,1661,1542.0,1533,1494.0
,,,15–19,1997,1754.0,1612,1597.0
,,,20–24,1829,1603.0,1628,1520.0
,,,25–29,1452,1604.0,1502,1542.0
,,,30–34,1392,1528.0,1446,1586.0
,,,35–39,1380,1472.0,1581,1628.0
,,,40–44,1502,1493.0,1656,1681.0
,,,45–49,1523,1474.0,1652,1612.0
,,,50–54,1271,1453.0,1270,1593.0
,,,55–59,879,1142.0,836,1093.0
,,,60–64,601,791.0,695,787.0
,,,65–69,599,546.0,705,658.0
,,,70–74,513,508.0,678,665.0
,,,75–79,351,438.0,556,630.0
,,,80–84,182,271.0,335,454.0
,,,85+,92,123.0,235,320.0
171,30501,Brisbane Inner,0–4,564,555.0,504,548.0
,,,5–9,437,521.0,395,481.0
,,,10–14,467,594.0,493,524.0
,,,15–19,857,1054.0,1013,1187.0
,,,20–24,2118,2577.0,2230,2563.0
,,,25–29,2443,2834.0,1991,2515.0
,,,30–34,1815,2402.0,1412,1882.0
,,,35–39,1436,1729.0,1082,1292.0
,,,40–44,1176,1470.0,955,1142.0
,,,45–49,1172,1339.0,893,1079.0
,,,50–54,1067,1334.0,781,1136.0
,,,55–59,879,1062.0,620,873.0
,,,60–64,648,894.0,493,624.0
,,,65–69,667,595.0,567,472.0
,,,70–74,507,564.0,649,538.0
,,,75–79,344,424.0,593,603.0
,,,80–84,234,257.0,561,490.0
,,,85+,196,209.0,687,650.0
172,30502,Brisbane Inner - East,0–4,918,979.0,836,922.0
,,,5–9,676,857.0,719,720.0
,,,10–14,773,744.0,703,738.0
,,,15–19,924,985.0,890,926.0
,,,20–24,1335,1321.0,1424,1414.0
,,,25–29,1686,1675.0,1656,1769.0
,,,30–34,1632,1707.0,1453,1675.0
,,,35–39,1246,1413.0,1129,1346.0
,,,40–44,1025,1185.0,966,1119.0
,,,45–49,923,1035.0,882,974.0
,,,50–54,704,906.0,642,901.0
,,,55–59,558,649.0,544,625.0
,,,60–64,484,489.0,469,472.0
,,,65–69,477,416.0,541,415.0
,,,70–74,462,351.0,577,461.0
,,,75–79,321,325.0,501,457.0
,,,80–84,192,221.0,331,346.0
,,,85+,115,137.0,256,308.0
173,30503,Brisbane Inner - North,0–4,1571,1753.0,1560,1776.0
,,,5–9,1330,1581.0,1296,1475.0
,,,10–14,1220,1381.0,1349,1506.0
,,,15–19,1792,1685.0,2207,2036.0
,,,20–24,3247,2843.0,3811,3193.0
,,,25–29,3460,3416.0,3405,3430.0
,,,30–34,2881,3198.0,2612,3108.0
,,,35–39,2441,2673.0,2157,2486.0
,,,40–44,2046,2339.0,1979,2208.0
,,,45–49,2029,2111.0,1976,2048.0
,,,50–54,1581,2056.0,1543,2004.0
,,,55–59,1222,1554.0,1206,1471.0
,,,60–64,1044,1115.0,997,1108.0
,,,65–69,971,870.0,1188,925.0
,,,70–74,842,812.0,1202,1035.0
,,,75–79,635,651.0,1171,1011.0
,,,80–84,433,412.0,924,886.0
,,,85+,322,307.0,792,827.0
174,30504,Brisbane Inner - West,0–4,1034,1309.0,1032,1263.0
,,,5–9,941,1112.0,919,1139.0
,,,10–14,1025,1208.0,919,1042.0
,,,15–19,1528,1766.0,1779,1779.0
,,,20–24,3354,2856.0,3659,3212.0
,,,25–29,3021,2791.0,2896,2732.0
,,,30–34,2089,2427.0,2088,2278.0
,,,35–39,1688,1790.0,1646,1772.0
,,,40–44,1597,1539.0,1444,1574.0
,,,45–49,1477,1455.0,1455,1483.0
,,,50–54,1016,1399.0,1083,1420.0
,,,55–59,798,965.0,752,994.0
,,,60–64,617,682.0,681,699.0
,,,65–69,563,510.0,646,609.0
,,,70–74,543,487.0,784,609.0
,,,75–79,442,420.0,667,657.0
,,,80–84,280,284.0,539,518.0
,,,85+,181,182.0,406,435.0
175,30601,Cairns - North,0–4,1264,1338.0,1260,1189.0
,,,5–9,1323,1416.0,1291,1339.0
,,,10–14,1311,1391.0,1193,1394.0
,,,15–19,970,1199.0,963,1110.0
,,,20–24,1022,874.0,1014,947.0
,,,25–29,1287,1187.0,1396,1310.0
,,,30–34,1645,1306.0,1690,1550.0
,,,35–39,1666,1635.0,1711,1776.0
,,,40–44,1543,1679.0,1491,1753.0
,,,45–49,1444,1418.0,1161,1384.0
,,,50–54,948,1310.0,781,1102.0
,,,55–59,590,889.0,459,774.0
,,,60–64,452,539.0,362,478.0
,,,65–69,313,437.0,322,369.0
,,,70–74,248,277.0,259,282.0
,,,75–79,154,208.0,159,219.0
,,,80–84,77,110.0,94,112.0
,,,85+,46,72.0,59,68.0
176,30602,Cairns - South,0–4,3063,2980.0,2811,2841.0
,,,5–9,2666,2998.0,2493,2805.0
,,,10–14,2583,2721.0,2413,2635.0
,,,15–19,2706,2608.0,2617,2506.0
,,,20–24,3632,2864.0,3808,3062.0
,,,25–29,4137,3381.0,3832,3568.0
,,,30–34,3684,3497.0,3304,3329.0
,,,35–39,3141,3238.0,2940,3103.0
,,,40–44,2973,2936.0,2717,2872.0
,,,45–49,2789,2774.0,2365,2668.0
,,,50–54,1955,2541.0,1661,2321.0
,,,55–59,1403,1855.0,1180,1624.0
,,,60–64,1099,1411.0,935,1211.0
,,,65–69,920,1014.0,932,923.0
,,,70–74,764,873.0,881,925.0
,,,75–79,462,629.0,657,830.0
,,,80–84,285,373.0,468,604.0
,,,85+,190,247.0,364,529.0
177,30603,Innisfail - Cassowary Coast,0–4,1452,1337.0,1358,1275.0
,,,5–9,1419,1520.0,1410,1426.0
,,,10–14,1394,1475.0,1335,1446.0
,,,15–19,1124,1320.0,988,1101.0
,,,20–24,1220,1016.0,1049,860.0
,,,25–29,1270,1114.0,1220,1053.0
,,,30–34,1335,1197.0,1281,1216.0
,,,35–39,1529,1437.0,1380,1294.0
,,,40–44,1371,1499.0,1211,1339.0
,,,45–49,1233,1339.0,1075,1158.0
,,,50–54,942,1214.0,852,1041.0
,,,55–59,885,967.0,796,890.0
,,,60–64,802,880.0,672,735.0
,,,65–69,750,762.0,603,636.0
,,,70–74,519,627.0,511,540.0
,,,75–79,310,407.0,356,420.0
,,,80–84,172,208.0,277,263.0
,,,85+,107,136.0,206,260.0
178,30604,Port Douglas - Daintree,0–4,335,375.0,336,347.0
,,,5–9,314,345.0,292,345.0
,,,10–14,319,358.0,274,274.0
,,,15–19,304,333.0,260,247.0
,,,20–24,390,327.0,420,366.0
,,,25–29,499,416.0,428,437.0
,,,30–34,445,518.0,431,437.0
,,,35–39,461,464.0,413,464.0
,,,40–44,375,484.0,313,399.0
,,,45–49,368,377.0,294,347.0
,,,50–54,269,387.0,263,327.0
,,,55–59,253,274.0,202,278.0
,,,60–64,188,246.0,141,201.0
,,,65–69,142,181.0,111,121.0
,,,70–74,105,128.0,88,91.0
,,,75–79,70,71.0,60,64.0
,,,80–84,32,44.0,49,57.0
,,,85+,20,32.0,40,62.0
179,30605,Tablelands (East) - Kuranda,0–4,1364,1226.0,1318,1111.0
,,,5–9,1362,1390.0,1384,1332.0
,,,10–14,1462,1344.0,1418,1432.0
,,,15–19,1048,1146.0,1056,1101.0
,,,20–24,918,771.0,881,682.0
,,,25–29,1010,832.0,1030,957.0
,,,30–34,1260,1004.0,1252,1070.0
,,,35–39,1330,1183.0,1370,1328.0
,,,40–44,1330,1286.0,1286,1382.0
,,,45–49,1248,1310.0,1131,1295.0
,,,50–54,1067,1261.0,1028,1217.0
,,,55–59,974,1094.0,836,1067.0
,,,60–64,820,957.0,687,862.0
,,,65–69,748,784.0,696,689.0
,,,70–74,585,651.0,550,658.0
,,,75–79,356,498.0,409,500.0
,,,80–84,239,235.0,286,330.0
,,,85+,120,185.0,208,303.0
180,30701,Darling Downs (West) - Maranoa,0–4,1745,1874.0,1683,1722.0
,,,5–9,1848,1767.0,1566,1619.0
,,,10–14,1629,1648.0,1541,1362.0
,,,15–19,1206,1321.0,1008,1106.0
,,,20–24,1408,1212.0,1259,1119.0
,,,25–29,1586,1563.0,1554,1441.0
,,,30–34,1691,1650.0,1592,1599.0
,,,35–39,1684,1648.0,1548,1565.0
,,,40–44,1459,1639.0,1312,1522.0
,,,45–49,1427,1459.0,1280,1256.0
,,,50–54,1260,1422.0,1100,1290.0
,,,55–59,1154,1217.0,1016,1052.0
,,,60–64,937,1035.0,776,905.0
,,,65–69,798,814.0,666,688.0
,,,70–74,562,646.0,571,594.0
,,,75–79,343,415.0,394,484.0
,,,80–84,209,250.0,310,314.0
,,,85+,161,193.0,272,287.0
181,30702,Darling Downs - East,0–4,1540,1567.0,1462,1428.0
,,,5–9,1599,1589.0,1477,1545.0
,,,10–14,1633,1571.0,1487,1407.0
,,,15–19,1312,1358.0,1112,1171.0
,,,20–24,1186,1071.0,1007,941.0
,,,25–29,1354,1199.0,1213,1196.0
,,,30–34,1359,1360.0,1287,1288.0
,,,35–39,1385,1432.0,1332,1324.0
,,,40–44,1283,1466.0,1211,1333.0
,,,45–49,1259,1360.0,1128,1240.0
,,,50–54,1163,1326.0,1067,1188.0
,,,55–59,956,1202.0,956,1048.0
,,,60–64,830,913.0,758,884.0
,,,65–69,762,759.0,693,680.0
,,,70–74,633,645.0,564,622.0
,,,75–79,370,471.0,478,463.0
,,,80–84,229,257.0,377,360.0
,,,85+,166,192.0,320,372.0
182,30703,Granite Belt,0–4,1253,1317.0,1206,1163.0
,,,5–9,1416,1371.0,1217,1303.0
,,,10–14,1469,1543.0,1357,1324.0
,,,15–19,1275,1299.0,1105,1115.0
,,,20–24,968,866.0,952,781.0
,,,25–29,1052,911.0,973,990.0
,,,30–34,1083,1059.0,1075,1083.0
,,,35–39,1147,1121.0,1275,1225.0
,,,40–44,1195,1229.0,1152,1289.0
,,,45–49,1174,1192.0,1128,1156.0
,,,50–54,1029,1228.0,981,1236.0
,,,55–59,920,1077.0,926,1038.0
,,,60–64,848,941.0,772,922.0
,,,65–69,773,775.0,774,706.0
,,,70–74,623,618.0,717,684.0
,,,75–79,409,477.0,523,586.0
,,,80–84,264,272.0,429,395.0
,,,85+,159,191.0,342,410.0
183,30801,Central Highlands (Qld),0–4,1438,1255.0,1346,1167.0
,,,5–9,1329,1271.0,1243,1223.0
,,,10–14,1253,1038.0,1183,982.0
,,,15–19,961,991.0,821,818.0
,,,20–24,1099,926.0,971,859.0
,,,25–29,1274,1171.0,1182,1067.0
,,,30–34,1364,1149.0,1182,1060.0
,,,35–39,1380,1170.0,1197,1029.0
,,,40–44,1181,1123.0,947,996.0
,,,45–49,1026,994.0,801,759.0
,,,50–54,731,830.0,554,670.0
,,,55–59,538,608.0,362,439.0
,,,60–64,318,423.0,234,303.0
,,,65–69,230,279.0,159,202.0
,,,70–74,151,197.0,124,136.0
,,,75–79,85,125.0,92,106.0
,,,80–84,47,64.0,59,64.0
,,,85+,25,37.0,47,64.0
184,30802,Gladstone - Biloela,0–4,2598,2443.0,2474,2283.0
,,,5–9,2592,2693.0,2430,2534.0
,,,10–14,2654,2563.0,2524,2480.0
,,,15–19,2188,2265.0,1817,2094.0
,,,20–24,2127,1850.0,1975,1694.0
,,,25–29,2277,2046.0,2132,2108.0
,,,30–34,2483,2258.0,2540,2188.0
,,,35–39,2824,2538.0,2450,2627.0
,,,40–44,2433,2706.0,2140,2414.0
,,,45–49,2274,2409.0,1962,2068.0
,,,50–54,1763,2200.0,1587,1902.0
,,,55–59,1523,1672.0,1151,1452.0
,,,60–64,1028,1399.0,850,1088.0
,,,65–69,842,931.0,729,792.0
,,,70–74,564,725.0,557,662.0
,,,75–79,307,468.0,408,466.0
,,,80–84,178,218.0,287,333.0
,,,85+,106,147.0,179,297.0
185,30803,Rockhampton,0–4,3603,3378.0,3381,3235.0
,,,5–9,3658,3626.0,3458,3523.0
,,,10–14,4171,3906.0,3735,3662.0
,,,15–19,4002,4181.0,3938,3921.0
,,,20–24,3640,3076.0,3648,3161.0
,,,25–29,3396,2866.0,3314,3111.0
,,,30–34,3427,3076.0,3523,3307.0
,,,35–39,3574,3372.0,3637,3512.0
,,,40–44,3378,3517.0,3290,3619.0
,,,45–49,3150,3350.0,2978,3309.0
,,,50–54,2520,3137.0,2432,3014.0
,,,55–59,2151,2584.0,2084,2403.0
,,,60–64,1920,2108.0,1882,2119.0
,,,65–69,1770,1840.0,1731,1811.0
,,,70–74,1348,1590.0,1534,1618.0
,,,75–79,936,1073.0,1260,1366.0
,,,80–84,571,629.0,870,1037.0
,,,85+,318,407.0,765,899.0
186,30901,Broadbeach - Burleigh,0–4,1098,1272.0,1017,1267.0
,,,5–9,952,1183.0,915,1147.0
,,,10–14,1038,1236.0,936,1220.0
,,,15–19,1415,1534.0,1372,1507.0
,,,20–24,2665,2174.0,2516,2132.0
,,,25–29,2410,2526.0,2040,2279.0
,,,30–34,1706,2104.0,1530,1973.0
,,,35–39,1540,1821.0,1468,1695.0
,,,40–44,1444,1739.0,1524,1756.0
,,,45–49,1617,1698.0,1778,1867.0
,,,50–54,1481,1909.0,1531,2077.0
,,,55–59,1341,1663.0,1463,1732.0
,,,60–64,1313,1453.0,1417,1565.0
,,,65–69,1406,1339.0,1623,1435.0
,,,70–74,1433,1292.0,1641,1524.0
,,,75–79,985,1151.0,1185,1365.0
,,,80–84,545,632.0,690,861.0
,,,85+,244,349.0,400,544.0
187,30902,Coolangatta,0–4,1197,1215.0,1139,1216.0
,,,5–9,1236,1323.0,1159,1317.0
,,,10–14,1294,1498.0,1228,1374.0
,,,15–19,1344,1570.0,1270,1396.0
,,,20–24,1621,1428.0,1451,1392.0
,,,25–29,1370,1575.0,1289,1494.0
,,,30–34,1387,1467.0,1401,1489.0
,,,35–39,1534,1539.0,1549,1634.0
,,,40–44,1475,1715.0,1605,1797.0
,,,45–49,1561,1641.0,1429,1780.0
,,,50–54,1149,1683.0,1204,1622.0
,,,55–59,988,1258.0,1072,1362.0
,,,60–64,992,1147.0,1097,1182.0
,,,65–69,1142,1092.0,1351,1191.0
,,,70–74,1214,1096.0,1259,1236.0
,,,75–79,800,965.0,848,1061.0
,,,80–84,379,550.0,512,643.0
,,,85+,199,262.0,303,434.0
188,30903,Gold Coast - North,0–4,1268,1474.0,1226,1477.0
,,,5–9,1135,1553.0,1082,1368.0
,,,10–14,1081,1391.0,1045,1286.0
,,,15–19,1219,1474.0,1215,1484.0
,,,20–24,1746,1687.0,1888,1721.0
,,,25–29,1765,1768.0,1798,1916.0
,,,30–34,1514,1698.0,1575,1845.0
,,,35–39,1406,1751.0,1431,1795.0
,,,40–44,1283,1666.0,1449,1780.0
,,,45–49,1452,1524.0,1633,1763.0
,,,50–54,1424,1836.0,1492,2014.0
,,,55–59,1216,1702.0,1334,1781.0
,,,60–64,1082,1418.0,1222,1508.0
,,,65–69,1244,1236.0,1419,1324.0
,,,70–74,1159,1229.0,1246,1431.0
,,,75–79,769,976.0,910,1142.0
,,,80–84,417,544.0,619,756.0
,,,85+,216,309.0,497,641.0
189,30904,Gold Coast Hinterland,0–4,503,446.0,458,434.0
,,,5–9,530,531.0,477,485.0
,,,10–14,541,558.0,501,562.0
,,,15–19,431,437.0,376,396.0
,,,20–24,316,252.0,316,237.0
,,,25–29,387,314.0,406,353.0
,,,30–34,507,443.0,523,482.0
,,,35–39,529,559.0,532,616.0
,,,40–44,476,635.0,441,624.0
,,,45–49,438,557.0,406,573.0
,,,50–54,384,544.0,347,568.0
,,,55–59,299,515.0,306,495.0
,,,60–64,287,431.0,257,392.0
,,,65–69,249,307.0,216,306.0
,,,70–74,193,264.0,175,213.0
,,,75–79,113,158.0,123,140.0
,,,80–84,54,72.0,87,81.0
,,,85+,35,37.0,75,71.0
190,30905,Mudgeeraba - Tallebudgera,0–4,667,898.0,638,871.0
,,,5–9,820,1116.0,728,1023.0
,,,10–14,807,1114.0,821,1033.0
,,,15–19,573,860.0,605,926.0
,,,20–24,443,631.0,461,641.0
,,,25–29,508,768.0,572,844.0
,,,30–34,634,833.0,724,930.0
,,,35–39,702,941.0,813,1085.0
,,,40–44,726,1013.0,730,1128.0
,,,45–49,701,921.0,679,917.0
,,,50–54,482,846.0,439,829.0
,,,55–59,358,629.0,318,553.0
,,,60–64,240,462.0,242,416.0
,,,65–69,226,299.0,188,302.0
,,,70–74,154,240.0,134,208.0
,,,75–79,80,161.0,105,162.0
,,,80–84,48,75.0,64,106.0
,,,85+,25,49.0,49,106.0
191,30906,Nerang,0–4,1734,1757.0,1627,1612.0
,,,5–9,1536,1929.0,1565,1846.0
,,,10–14,1496,1836.0,1374,1787.0
,,,15–19,1305,1652.0,1297,1527.0
,,,20–24,1375,1274.0,1423,1332.0
,,,25–29,1633,1505.0,1721,1648.0
,,,30–34,1742,1775.0,1797,1853.0
,,,35–39,1552,1819.0,1631,2034.0
,,,40–44,1423,1777.0,1478,1879.0
,,,45–49,1350,1555.0,1287,1579.0
,,,50–54,1027,1494.0,963,1512.0
,,,55–59,761,1164.0,817,1070.0
,,,60–64,627,824.0,584,819.0
,,,65–69,589,621.0,586,530.0
,,,70–74,482,512.0,551,524.0
,,,75–79,334,395.0,443,472.0
,,,80–84,230,242.0,333,343.0
,,,85+,154,181.0,302,357.0
192,30907,Ormeau - Oxenford,0–4,1334,1887.0,1272,1788.0
,,,5–9,1362,2136.0,1324,1957.0
,,,10–14,1358,1981.0,1324,1808.0
,,,15–19,1199,1511.0,1071,1508.0
,,,20–24,1069,1297.0,961,1344.0
,,,25–29,1020,1563.0,1152,1686.0
,,,30–34,1235,1757.0,1397,2006.0
,,,35–39,1378,1828.0,1477,1985.0
,,,40–44,1393,1807.0,1346,1904.0
,,,45–49,1459,1548.0,1288,1599.0
,,,50–54,1125,1623.0,1016,1550.0
,,,55–59,800,1260.0,682,1164.0
,,,60–64,666,983.0,544,829.0
,,,65–69,596,675.0,498,570.0
,,,70–74,410,531.0,406,481.0
,,,75–79,258,328.0,275,348.0
,,,80–84,127,198.0,170,243.0
,,,85+,66,86.0,147,190.0
193,30908,Robina,0–4,958,1011.0,941,926.0
,,,5–9,789,1117.0,833,1070.0
,,,10–14,836,1077.0,800,1063.0
,,,15–19,801,1115.0,726,1058.0
,,,20–24,854,986.0,1071,1054.0
,,,25–29,1053,990.0,1042,1062.0
,,,30–34,914,980.0,964,1142.0
,,,35–39,815,1048.0,906,1206.0
,,,40–44,734,1033.0,847,1237.0
,,,45–49,704,903.0,783,1174.0
,,,50–54,522,1039.0,632,1067.0
,,,55–59,454,774.0,466,811.0
,,,60–64,399,623.0,399,700.0
,,,65–69,344,565.0,382,559.0
,,,70–74,273,467.0,261,472.0
,,,75–79,145,360.0,168,368.0
,,,80–84,61,158.0,85,209.0
,,,85+,13,93.0,36,173.0
194,30909,Southport,0–4,1434,1457.0,1360,1273.0
,,,5–9,1358,1456.0,1305,1315.0
,,,10–14,1543,1614.0,1285,1491.0
,,,15–19,1683,1806.0,1467,1593.0
,,,20–24,1804,1717.0,1760,1652.0
,,,25–29,1842,1808.0,1807,1720.0
,,,30–34,1693,1658.0,1665,1826.0
,,,35–39,1567,1725.0,1641,1747.0
,,,40–44,1425,1678.0,1468,1789.0
,,,45–49,1502,1552.0,1555,1596.0
,,,50–54,1280,1575.0,1241,1653.0
,,,55–59,962,1289.0,950,1276.0
,,,60–64,734,977.0,718,982.0
,,,65–69,732,736.0,915,756.0
,,,70–74,690,726.0,822,853.0
,,,75–79,509,546.0,765,804.0
,,,80–84,303,387.0,580,670.0
,,,85+,201,295.0,525,675.0
195,30910,Surfers Paradise,0–4,441,615.0,492,540.0
,,,5–9,503,591.0,490,654.0
,,,10–14,590,681.0,545,661.0
,,,15–19,825,943.0,844,963.0
,,,20–24,1536,1574.0,1418,1433.0
,,,25–29,1291,1572.0,1125,1319.0
,,,30–34,904,1228.0,806,1047.0
,,,35–39,839,1058.0,780,962.0
,,,40–44,859,1008.0,841,1017.0
,,,45–49,1003,1014.0,1056,1052.0
,,,50–54,985,1194.0,952,1213.0
,,,55–59,804,1093.0,740,1021.0
,,,60–64,637,828.0,595,793.0
,,,65–69,621,643.0,691,628.0
,,,70–74,632,602.0,737,640.0
,,,75–79,477,527.0,551,597.0
,,,80–84,265,315.0,352,387.0
,,,85+,150,176.0,221,273.0
196,31001,Forest Lake - Oxley,0–4,1888,2170.0,1802,2081.0
,,,5–9,1664,2142.0,1574,2062.0
,,,10–14,1573,1887.0,1558,1770.0
,,,15–19,1730,1746.0,1401,1782.0
,,,20–24,2149,1669.0,1730,2032.0
,,,25–29,2185,1971.0,1813,2439.0
,,,30–34,2040,2157.0,1671,2527.0
,,,35–39,1830,2082.0,1545,2200.0
,,,40–44,1502,1831.0,1350,1871.0
,,,45–49,1281,1541.0,1274,1584.0
,,,50–54,1027,1350.0,1052,1445.0
,,,55–59,939,1084.0,951,1132.0
,,,60–64,716,885.0,802,1002.0
,,,65–69,715,673.0,732,795.0
,,,70–74,530,595.0,685,679.0
,,,75–79,370,454.0,500,614.0
,,,80–84,196,252.0,352,429.0
,,,85+,128,173.0,313,370.0
197,31002,Ipswich Hinterland,0–4,1843,1714.0,1777,1564.0
,,,5–9,1897,2004.0,1806,1888.0
,,,10–14,2113,1996.0,1907,1947.0
,,,15–19,1643,1834.0,1477,1588.0
,,,20–24,1481,1309.0,1165,1087.0
,,,25–29,1511,1341.0,1451,1191.0
,,,30–34,1832,1584.0,1773,1643.0
,,,35–39,1808,1862.0,1805,1859.0
,,,40–44,1724,1891.0,1629,1870.0
,,,45–49,1711,1743.0,1512,1659.0
,,,50–54,1422,1740.0,1339,1609.0
,,,55–59,1234,1495.0,1083,1388.0
,,,60–64,977,1233.0,892,1116.0
,,,65–69,866,949.0,745,770.0
,,,70–74,704,706.0,651,641.0
,,,75–79,421,544.0,444,534.0
,,,80–84,234,300.0,348,350.0
,,,85+,178,177.0,312,364.0
198,31003,Ipswich Inner,0–4,3484,3148.0,3386,2962.0
,,,5–9,4005,3341.0,3744,3273.0
,,,10–14,3884,3201.0,3840,3005.0
,,,15–19,3120,3102.0,3024,3019.0
,,,20–24,2367,2582.0,2220,2643.0
,,,25–29,2342,2677.0,2788,2838.0
,,,30–34,3317,2833.0,3835,3065.0
,,,35–39,3949,2998.0,3873,3201.0
,,,40–44,3759,3057.0,3752,3073.0
,,,45–49,3391,2662.0,3207,2731.0
,,,50–54,2505,2544.0,2193,2534.0
,,,55–59,1597,2000.0,1300,1937.0
,,,60–64,998,1616.0,767,1545.0
,,,65–69,779,1228.0,649,1317.0
,,,70–74,445,1106.0,419,1206.0
,,,75–79,289,783.0,278,1059.0
,,,80–84,108,496.0,187,778.0
,,,85+,91,333.0,129,767.0
199,31004,Springfield - Redbank,0–4,1782,1780.0,1702,1612.0
,,,5–9,1603,1820.0,1591,1678.0
,,,10–14,1594,1643.0,1479,1577.0
,,,15–19,1468,1542.0,1374,1535.0
,,,20–24,1506,1395.0,1618,1423.0
,,,25–29,1560,1334.0,1616,1564.0
,,,30–34,1570,1520.0,1579,1561.0
,,,35–39,1452,1511.0,1444,1634.0
,,,40–44,1308,1434.0,1259,1473.0
,,,45–49,1241,1305.0,1141,1261.0
,,,50–54,872,1198.0,750,1127.0
,,,55–59,637,839.0,567,693.0
,,,60–64,430,597.0,382,558.0
,,,65–69,292,376.0,294,361.0
,,,70–74,209,247.0,227,262.0
,,,75–79,126,152.0,150,206.0
,,,80–84,65,96.0,93,126.0
,,,85+,18,55.0,45,67.0
200,31101,Beaudesert,0–4,355,312.0,334,319.0
,,,5–9,365,392.0,342,377.0
,,,10–14,371,427.0,352,387.0
,,,15–19,322,453.0,295,401.0
,,,20–24,271,282.0,270,213.0
,,,25–29,304,248.0,312,260.0
,,,30–34,359,299.0,364,331.0
,,,35–39,368,370.0,367,344.0
,,,40–44,340,377.0,324,393.0
,,,45–49,324,378.0,307,353.0
,,,50–54,301,335.0,282,305.0
,,,55–59,266,300.0,268,258.0
,,,60–64,261,223.0,247,226.0
,,,65–69,243,239.0,226,196.0
,,,70–74,215,173.0,210,173.0
,,,75–79,181,122.0,185,158.0
,,,80–84,152,73.0,166,116.0
,,,85+,42,48.0,61,116.0
201,31102,Beenleigh,0–4,1323,1235.0,1247,1199.0
,,,5–9,1217,1371.0,1240,1250.0
,,,10–14,1271,1241.0,1252,1275.0
,,,15–19,1119,1312.0,1138,1284.0
,,,20–24,1201,1071.0,1160,1042.0
,,,25–29,1156,1090.0,1165,1124.0
,,,30–34,1107,1113.0,1141,1149.0
,,,35–39,1110,1074.0,1170,1189.0
,,,40–44,1014,1094.0,1009,1189.0
,,,45–49,928,1064.0,926,1072.0
