No.,Code,Name,Age,Males1996,Males2001,Females1996,Females2001
,,,85+,228,363.0,489,1096.0
277,50604,Gosnells,0–4,3167,3275.0,3045,3110.0
,,,5–9,3175,3362.0,2913,3151.0
,,,10–14,3401,3340.0,3039,3039.0
,,,15–19,3117,3546.0,3082,3196.0
,,,20–24,3166,3010.0,3085,3056.0
,,,25–29,3151,3109.0,3093,3292.0
,,,30–34,3045,3260.0,2995,3209.0
,,,35–39,2966,3166.0,3065,3164.0
,,,40–44,3044,3072.0,3064,3225.0
,,,45–49,2984,3073.0,2877,3143.0
,,,50–54,2197,3002.0,1996,2926.0
,,,55–59,1552,2178.0,1442,1956.0
,,,60–64,1124,1486.0,1134,1491.0
,,,65–69,987,1087.0,967,1147.0
,,,70–74,706,907.0,832,900.0
,,,75–79,430,610.0,590,759.0
,,,80–84,248,316.0,398,499.0
,,,85+,132,195.0,273,405.0
278,50605,Kalamunda,0–4,1572,1486.0,1576,1342.0
,,,5–9,1878,1692.0,1833,1706.0
,,,10–14,2222,2065.0,2129,2024.0
,,,15–19,2215,2158.0,2159,2087.0
,,,20–24,1720,1592.0,1497,1495.0
,,,25–29,1441,1412.0,1479,1339.0
,,,30–34,1567,1484.0,1663,1534.0
,,,35–39,1783,1610.0,1898,1814.0
,,,40–44,1872,1782.0,2116,1988.0
,,,45–49,2133,1851.0,2108,2021.0
,,,50–54,1647,1984.0,1537,1993.0
,,,55–59,1187,1518.0,1146,1418.0
,,,60–64,948,1111.0,905,1061.0
,,,65–69,721,886.0,694,836.0
,,,70–74,555,637.0,587,654.0
,,,75–79,333,461.0,467,552.0
,,,80–84,201,248.0,329,410.0
,,,85+,115,151.0,263,341.0
279,50606,Serpentine - Jarrahdale,0–4,426,402.0,393,366.0
,,,5–9,497,538.0,447,489.0
,,,10–14,408,545.0,480,513.0
,,,15–19,403,402.0,355,445.0
,,,20–24,281,333.0,246,280.0
,,,25–29,270,309.0,297,301.0
,,,30–34,394,425.0,431,455.0
,,,35–39,464,510.0,465,533.0
,,,40–44,470,536.0,449,502.0
,,,45–49,471,494.0,379,450.0
,,,50–54,331,500.0,293,413.0
,,,55–59,281,347.0,246,311.0
,,,60–64,192,270.0,145,233.0
,,,65–69,161,174.0,146,144.0
,,,70–74,116,141.0,77,124.0
,,,75–79,58,78.0,50,65.0
,,,80–84,22,31.0,46,55.0
,,,85+,16,21.0,26,40.0
280,50607,South Perth,0–4,806,799.0,732,802.0
,,,5–9,781,807.0,748,774.0
,,,10–14,1010,1004.0,819,825.0
,,,15–19,1436,1572.0,1394,1488.0
,,,20–24,2060,2086.0,2096,2190.0
,,,25–29,1761,1703.0,1704,1588.0
,,,30–34,1371,1479.0,1306,1384.0
,,,35–39,1374,1263.0,1307,1251.0
,,,40–44,1236,1297.0,1360,1293.0
,,,45–49,1301,1299.0,1268,1461.0
,,,50–54,959,1320.0,991,1342.0
,,,55–59,662,923.0,746,931.0
,,,60–64,537,662.0,683,687.0
,,,65–69,588,467.0,749,604.0
,,,70–74,645,479.0,887,686.0
,,,75–79,488,473.0,798,721.0
,,,80–84,316,308.0,680,631.0
,,,85+,195,260.0,643,745.0
281,50701,Cockburn,0–4,2330,2628.0,2158,2569.0
,,,5–9,2283,2510.0,2240,2435.0
,,,10–14,2262,2516.0,2058,2429.0
,,,15–19,2191,2416.0,2043,2184.0
,,,20–24,2305,2388.0,2177,2260.0
,,,25–29,2305,2768.0,2367,2622.0
,,,30–34,2515,2839.0,2471,2912.0
,,,35–39,2404,2775.0,2419,2793.0
,,,40–44,2116,2628.0,2270,2610.0
,,,45–49,2002,2186.0,1969,2320.0
,,,50–54,1549,2120.0,1489,2104.0
,,,55–59,1303,1632.0,1194,1567.0
,,,60–64,1097,1332.0,1047,1212.0
,,,65–69,905,1070.0,856,1026.0
,,,70–74,596,773.0,678,831.0
,,,75–79,341,497.0,463,632.0
,,,80–84,179,265.0,347,393.0
,,,85+,90,162.0,216,352.0
282,50702,Fremantle,0–4,866,914.0,805,854.0
,,,5–9,811,835.0,830,777.0
,,,10–14,779,824.0,784,832.0
,,,15–19,879,896.0,874,954.0
,,,20–24,1183,1028.0,1195,1090.0
,,,25–29,1258,1212.0,1270,1219.0
,,,30–34,1334,1391.0,1409,1378.0
,,,35–39,1350,1387.0,1347,1379.0
,,,40–44,1302,1329.0,1219,1309.0
,,,45–49,1166,1346.0,1163,1235.0
,,,50–54,890,1212.0,856,1206.0
,,,55–59,744,933.0,735,858.0
,,,60–64,683,741.0,702,733.0
,,,65–69,763,625.0,736,640.0
,,,70–74,577,628.0,693,637.0
,,,75–79,380,469.0,514,580.0
,,,80–84,269,244.0,454,390.0
,,,85+,152,172.0,386,463.0
283,50703,Kwinana,0–4,946,897.0,907,839.0
,,,5–9,906,962.0,912,954.0
,,,10–14,800,866.0,754,844.0
,,,15–19,686,796.0,605,735.0
,,,20–24,837,800.0,743,644.0
,,,25–29,982,903.0,862,792.0
,,,30–34,964,1035.0,841,898.0
,,,35–39,802,933.0,685,832.0
,,,40–44,690,819.0,602,687.0
,,,45–49,639,693.0,603,656.0
,,,50–54,526,658.0,477,626.0
,,,55–59,501,531.0,485,510.0
,,,60–64,373,457.0,386,463.0
,,,65–69,324,360.0,273,354.0
,,,70–74,222,286.0,238,247.0
,,,75–79,138,180.0,184,210.0
,,,80–84,68,92.0,87,129.0
,,,85+,26,42.0,68,77.0
284,50704,Melville,0–4,2926,2556.0,2760,2438.0
,,,5–9,3297,3066.0,3183,2892.0
,,,10–14,3682,3504.0,3603,3635.0
,,,15–19,3989,4121.0,3968,4310.0
,,,20–24,4029,3770.0,3823,3617.0
,,,25–29,3205,2945.0,3184,2905.0
,,,30–34,3138,2834.0,3361,3055.0
,,,35–39,3520,3138.0,3883,3593.0
,,,40–44,3833,3719.0,4235,4290.0
,,,45–49,3976,3881.0,4017,4473.0
,,,50–54,3010,3840.0,2835,3925.0
,,,55–59,2209,2791.0,2237,2638.0
,,,60–64,1830,2035.0,1890,2161.0
,,,65–69,1661,1708.0,1962,1994.0
,,,70–74,1397,1632.0,1724,2043.0
,,,75–79,863,1306.0,1189,1814.0
,,,80–84,524,747.0,899,1254.0
,,,85+,300,507.0,637,1130.0
285,50705,Rockingham,0–4,2726,2777.0,2601,2718.0
,,,5–9,2719,3209.0,2608,3044.0
,,,10–14,2496,3178.0,2428,3019.0
,,,15–19,2113,2717.0,2002,2579.0
,,,20–24,2008,2222.0,2018,2070.0
,,,25–29,2280,2325.0,2370,2451.0
,,,30–34,2525,2745.0,2661,2871.0
,,,35–39,2507,3017.0,2416,3143.0
,,,40–44,2124,2843.0,2148,2825.0
,,,45–49,1876,2321.0,1809,2388.0
,,,50–54,1532,2139.0,1496,2143.0
,,,55–59,1313,1759.0,1366,1771.0
,,,60–64,1205,1580.0,1258,1622.0
,,,65–69,1296,1318.0,1299,1407.0
,,,70–74,956,1237.0,981,1304.0
,,,75–79,561,826.0,691,902.0
,,,80–84,317,425.0,437,599.0
,,,85+,147,238.0,291,453.0
286,50801,Esperance,0–4,607,609.0,621,565.0
,,,5–9,663,647.0,645,607.0
,,,10–14,557,650.0,535,619.0
,,,15–19,469,498.0,416,424.0
,,,20–24,473,397.0,409,388.0
,,,25–29,533,475.0,529,474.0
,,,30–34,637,572.0,586,585.0
,,,35–39,631,691.0,573,628.0
,,,40–44,475,597.0,451,577.0
,,,45–49,504,512.0,433,469.0
,,,50–54,404,533.0,374,465.0
,,,55–59,357,405.0,275,394.0
,,,60–64,264,380.0,274,268.0
,,,65–69,241,259.0,208,256.0
,,,70–74,141,209.0,162,198.0
,,,75–79,91,118.0,109,145.0
,,,80–84,48,71.0,81,89.0
,,,85+,51,48.0,75,83.0
287,50802,Gascoyne,0–4,401,443.0,413,414.0
,,,5–9,440,445.0,405,447.0
,,,10–14,349,402.0,387,376.0
,,,15–19,319,268.0,280,264.0
,,,20–24,355,299.0,333,304.0
,,,25–29,374,436.0,405,410.0
,,,30–34,441,447.0,410,403.0
,,,35–39,457,463.0,393,415.0
,,,40–44,384,459.0,319,371.0
,,,45–49,411,403.0,312,323.0
,,,50–54,289,382.0,249,345.0
,,,55–59,272,301.0,193,218.0
,,,60–64,210,220.0,128,182.0
,,,65–69,168,193.0,140,135.0
,,,70–74,119,163.0,83,112.0
,,,75–79,49,96.0,54,64.0
,,,80–84,36,34.0,39,46.0
,,,85+,32,29.0,31,36.0
288,50803,Goldfields,0–4,2131,1885.0,2026,1865.0
,,,5–9,1825,1862.0,1791,1663.0
,,,10–14,1559,1553.0,1378,1474.0
,,,15–19,1558,1336.0,1169,1223.0
,,,20–24,2835,1685.0,2125,1386.0
,,,25–29,3000,2281.0,2238,2012.0
,,,30–34,2643,2331.0,2043,1904.0
,,,35–39,2210,2137.0,1567,1685.0
,,,40–44,1753,1843.0,1355,1325.0
,,,45–49,1492,1478.0,998,1170.0
,,,50–54,1015,1276.0,676,930.0
,,,55–59,717,839.0,469,562.0
,,,60–64,443,587.0,327,357.0
,,,65–69,296,330.0,224,280.0
,,,70–74,201,214.0,232,208.0
,,,75–79,145,159.0,157,191.0
,,,80–84,94,89.0,173,109.0
,,,85+,86,56.0,138,158.0
289,50804,Kimberley,0–4,1295,1699.0,1304,1645.0
,,,5–9,1447,1582.0,1355,1475.0
,,,10–14,1132,1409.0,1104,1323.0
,,,15–19,978,1324.0,896,1103.0
,,,20–24,1149,1522.0,1125,1318.0
,,,25–29,1415,1782.0,1259,1516.0
,,,30–34,1222,1716.0,1232,1497.0
,,,35–39,1210,1468.0,1106,1305.0
,,,40–44,1020,1242.0,796,1069.0
,,,45–49,743,1132.0,633,871.0
,,,50–54,594,831.0,433,692.0
,,,55–59,465,627.0,319,476.0
,,,60–64,314,466.0,239,338.0
,,,65–69,246,306.0,245,227.0
,,,70–74,151,195.0,131,143.0
,,,75–79,82,125.0,72,83.0
,,,80–84,43,62.0,55,68.0
,,,85+,52,52.0,57,67.0
290,50805,Mid West,0–4,2117,2027.0,2063,1911.0
,,,5–9,2209,2093.0,2106,2082.0
,,,10–14,2090,2227.0,1914,2050.0
,,,15–19,1824,1817.0,1505,1565.0
,,,20–24,1992,1505.0,1536,1374.0
,,,25–29,2232,1823.0,1963,1639.0
,,,30–34,2283,2060.0,2012,1893.0
,,,35–39,2295,2081.0,1934,2003.0
,,,40–44,1972,2055.0,1742,1919.0
,,,45–49,1745,1837.0,1451,1741.0
,,,50–54,1376,1726.0,1174,1464.0
,,,55–59,1228,1338.0,1009,1197.0
,,,60–64,994,1177.0,837,1016.0
,,,65–69,920,926.0,716,824.0
,,,70–74,548,798.0,504,655.0
,,,75–79,300,441.0,388,459.0
,,,80–84,199,194.0,263,317.0
,,,85+,147,173.0,301,273.0
291,50806,Pilbara,0–4,2177,1947.0,2000,1749.0
,,,5–9,2119,1937.0,2049,1801.0
,,,10–14,1752,1748.0,1644,1621.0
,,,15–19,1322,1343.0,1055,1220.0
,,,20–24,1852,1481.0,1576,1222.0
,,,25–29,2278,2044.0,1996,1826.0
,,,30–34,2484,2271.0,2155,1918.0
,,,35–39,2387,2194.0,1838,1803.0
,,,40–44,1998,2042.0,1443,1508.0
,,,45–49,1607,1645.0,1065,1188.0
,,,50–54,1154,1344.0,644,892.0
,,,55–59,639,833.0,352,489.0
,,,60–64,302,458.0,175,270.0
,,,65–69,182,177.0,112,146.0
,,,70–74,107,127.0,76,96.0
,,,75–79,70,65.0,59,57.0
,,,80–84,37,38.0,44,43.0
,,,85+,34,37.0,30,38.0
292,50901,Albany,0–4,1946,1985.0,1877,1842.0
,,,5–9,2278,2150.0,2128,2003.0
,,,10–14,2205,2343.0,2078,2114.0
,,,15–19,1686,1894.0,1524,1693.0
,,,20–24,1444,1463.0,1326,1274.0
,,,25–29,1552,1520.0,1605,1528.0
,,,30–34,1863,1749.0,1862,1808.0
,,,35–39,2035,2071.0,2098,2025.0
,,,40–44,2004,2096.0,1912,2138.0
,,,45–49,1854,2008.0,1706,1916.0
,,,50–54,1399,1882.0,1375,1762.0
,,,55–59,1322,1473.0,1206,1411.0
,,,60–64,1098,1309.0,1017,1272.0
,,,65–69,1032,1083.0,991,1040.0
,,,70–74,795,934.0,869,953.0
,,,75–79,531,664.0,629,769.0
,,,80–84,306,379.0,457,525.0
,,,85+,198,247.0,351,466.0
293,50902,Wheat Belt - North,0–4,2280,2114.0,2032,1870.0
,,,5–9,2410,2278.0,2219,2133.0
,,,10–14,2113,2308.0,1991,1981.0
,,,15–19,1517,1681.0,1225,1336.0
,,,20–24,1580,1390.0,1354,1145.0
,,,25–29,1918,1573.0,1737,1532.0
,,,30–34,2149,1938.0,2050,1915.0
,,,35–39,2211,2229.0,2150,2099.0
,,,40–44,2084,2153.0,1798,2010.0
,,,45–49,1946,2089.0,1629,1876.0
,,,50–54,1605,2047.0,1452,1849.0
,,,55–59,1431,1737.0,1327,1506.0
,,,60–64,1289,1461.0,1070,1317.0
,,,65–69,1137,1191.0,863,969.0
,,,70–74,702,935.0,634,777.0
,,,75–79,413,567.0,459,562.0
,,,80–84,260,268.0,372,366.0
,,,85+,190,179.0,333,402.0
294,50903,Wheat Belt - South,0–4,934,834.0,905,799.0
,,,5–9,955,864.0,969,858.0
,,,10–14,998,814.0,892,817.0
,,,15–19,775,708.0,562,524.0
,,,20–24,736,520.0,608,459.0
,,,25–29,869,699.0,759,634.0
,,,30–34,940,783.0,855,775.0
,,,35–39,996,844.0,937,794.0
,,,40–44,881,852.0,742,855.0
,,,45–49,850,821.0,707,705.0
,,,50–54,679,826.0,530,718.0
,,,55–59,530,675.0,493,527.0
,,,60–64,393,556.0,351,467.0
,,,65–69,376,360.0,328,334.0
,,,70–74,284,296.0,328,273.0
,,,75–79,176,235.0,235,283.0
,,,80–84,154,144.0,182,174.0
,,,85+,97,110.0,184,180.0
295,60101,Brighton,0–4,719,723.0,775,675.0
,,,5–9,697,637.0,676,620.0
,,,10–14,646,607.0,654,579.0
,,,15–19,503,502.0,548,524.0
,,,20–24,478,397.0,509,463.0
,,,25–29,505,474.0,584,504.0
,,,30–34,552,498.0,577,543.0
,,,35–39,496,488.0,556,533.0
,,,40–44,490,475.0,525,493.0
,,,45–49,418,484.0,399,481.0
,,,50–54,281,442.0,267,424.0
,,,55–59,218,280.0,196,272.0
,,,60–64,160,230.0,163,208.0
,,,65–69,126,164.0,109,149.0
,,,70–74,77,100.0,88,109.0
,,,75–79,49,67.0,63,75.0
,,,80–84,32,30.0,59,63.0
,,,85+,23,16.0,49,63.0
296,60102,Hobart - North East,0–4,1654,1550.0,1459,1387.0
,,,5–9,1824,1654.0,1730,1470.0
,,,10–14,1904,1793.0,1874,1708.0
,,,15–19,1805,1780.0,1653,1685.0
,,,20–24,1575,1388.0,1492,1289.0
,,,25–29,1433,1296.0,1504,1327.0
,,,30–34,1526,1459.0,1658,1502.0
,,,35–39,1840,1559.0,1978,1771.0
,,,40–44,1812,1837.0,1927,1933.0
,,,45–49,1773,1737.0,1814,1805.0
,,,50–54,1380,1706.0,1456,1732.0
,,,55–59,1154,1284.0,1213,1382.0
,,,60–64,956,1139.0,1050,1201.0
,,,65–69,974,876.0,1062,1004.0
,,,70–74,818,890.0,940,1009.0
,,,75–79,519,702.0,699,865.0
,,,80–84,306,321.0,500,575.0
,,,85+,152,242.0,393,541.0
297,60103,Hobart - North West,0–4,1905,1734.0,1832,1646.0
,,,5–9,1950,1793.0,1984,1626.0
,,,10–14,2030,1773.0,1741,1725.0
,,,15–19,1608,1785.0,1467,1799.0
,,,20–24,1594,1477.0,1663,1531.0
,,,25–29,1528,1517.0,1677,1580.0
,,,30–34,1763,1687.0,1794,1737.0
,,,35–39,1905,1821.0,2003,1797.0
,,,40–44,1528,1811.0,1877,1882.0
,,,45–49,1565,1659.0,1582,1738.0
,,,50–54,1159,1545.0,1776,1636.0
,,,55–59,1081,1271.0,1165,1394.0
,,,60–64,1011,1181.0,1381,1212.0
,,,65–69,1079,995.0,1398,1160.0
,,,70–74,1155,934.0,1483,1113.0
,,,75–79,680,745.0,1193,1029.0
,,,80–84,433,401.0,726,656.0
,,,85+,127,293.0,492,565.0
298,60104,Hobart - South and West,0–4,1023,879.0,982,835.0
,,,5–9,1213,1019.0,1275,1003.0
,,,10–14,1284,1180.0,1108,1121.0
,,,15–19,935,1125.0,810,960.0
,,,20–24,660,712.0,650,700.0
,,,25–29,590,637.0,682,786.0
,,,30–34,783,800.0,960,902.0
,,,35–39,1089,868.0,1235,1062.0
,,,40–44,925,1088.0,1208,1205.0
,,,45–49,980,1043.0,902,1137.0
,,,50–54,593,1014.0,801,966.0
,,,55–59,465,672.0,511,679.0
,,,60–64,399,545.0,523,559.0
,,,65–69,418,422.0,505,467.0
,,,70–74,352,394.0,488,442.0
,,,75–79,263,280.0,410,391.0
,,,80–84,160,160.0,297,264.0
,,,85+,42,110.0,199,251.0
299,60105,Hobart Inner,0–4,1034,1193.0,888,1093.0
,,,5–9,932,1188.0,826,1153.0
,,,10–14,1084,1386.0,1581,1381.0
,,,15–19,2150,1782.0,2495,1936.0
,,,20–24,2820,2277.0,2781,2246.0
,,,25–29,2445,1833.0,2182,1794.0
,,,30–34,1912,1629.0,1879,1648.0
,,,35–39,1696,1522.0,1665,1653.0
,,,40–44,2216,1749.0,1659,1845.0
,,,45–49,1887,1744.0,1982,1827.0
,,,50–54,1565,1698.0,665,1739.0
,,,55–59,1172,1239.0,1056,1177.0
,,,60–64,844,906.0,524,923.0
,,,65–69,754,756.0,615,821.0
,,,70–74,481,735.0,641,851.0
,,,75–79,452,664.0,514,854.0
,,,80–84,283,360.0,481,703.0
,,,85+,353,272.0,478,718.0
300,60106,Sorell - Dodges Ferry,0–4,534,458.0,533,496.0
,,,5–9,550,497.0,489,476.0
,,,10–14,506,520.0,499,478.0
,,,15–19,374,417.0,328,423.0
,,,20–24,324,302.0,315,284.0
,,,25–29,402,327.0,476,351.0
,,,30–34,549,420.0,574,469.0
,,,35–39,520,528.0,566,535.0
,,,40–44,463,500.0,447,557.0
,,,45–49,413,445.0,362,427.0
,,,50–54,301,413.0,278,391.0
,,,55–59,258,370.0,253,325.0
,,,60–64,244,265.0,207,283.0
,,,65–69,250,262.0,258,193.0
,,,70–74,182,223.0,169,220.0
,,,75–79,92,143.0,114,146.0
,,,80–84,47,60.0,53,94.0
,,,85+,31,39.0,42,54.0
301,60201,Launceston,0–4,2717,2539.0,2663,2428.0
,,,5–9,2638,2723.0,2469,2619.0
,,,10–14,2674,2616.0,2577,2439.0
,,,15–19,2913,2921.0,2987,2998.0
,,,20–24,3150,2727.0,3106,2737.0
,,,25–29,2749,2649.0,2776,2722.0
,,,30–34,2708,2557.0,2779,2670.0
,,,35–39,2805,2549.0,2892,2761.0
,,,40–44,2632,2675.0,2697,2719.0
,,,45–49,2526,2478.0,2569,2669.0
,,,50–54,1964,2402.0,2032,2477.0
,,,55–59,1653,1897.0,1706,1964.0
,,,60–64,1390,1538.0,1562,1700.0
,,,65–69,1432,1250.0,1598,1497.0
,,,70–74,1238,1244.0,1580,1510.0
,,,75–79,870,1033.0,1271,1480.0
,,,80–84,526,608.0,1002,1124.0
,,,85+,309,379.0,759,1041.0
302,60202,Meander Valley - West Tamar,0–4,831,723.0,776,715.0
,,,5–9,847,804.0,840,822.0
,,,10–14,919,861.0,867,834.0
,,,15–19,765,760.0,678,694.0
,,,20–24,591,485.0,564,464.0
,,,25–29,654,495.0,698,542.0
,,,30–34,733,684.0,800,727.0
,,,35–39,887,774.0,881,806.0
,,,40–44,829,887.0,819,870.0
,,,45–49,830,873.0,815,834.0
,,,50–54,657,854.0,590,829.0
,,,55–59,527,682.0,504,607.0
,,,60–64,443,576.0,434,531.0
,,,65–69,443,447.0,426,419.0
,,,70–74,340,412.0,398,384.0
,,,75–79,254,269.0,279,333.0
,,,80–84,115,164.0,216,193.0
,,,85+,66,67.0,137,174.0
303,60203,North East,0–4,1525,1300.0,1413,1207.0
,,,5–9,1523,1467.0,1404,1323.0
,,,10–14,1512,1411.0,1447,1355.0
,,,15–19,1262,1181.0,1066,1038.0
,,,20–24,1037,873.0,1010,796.0
,,,25–29,1196,944.0,1178,1040.0
,,,30–34,1415,1190.0,1418,1200.0
,,,35–39,1551,1377.0,1521,1344.0
,,,40–44,1454,1532.0,1341,1507.0
,,,45–49,1378,1404.0,1248,1264.0
,,,50–54,1056,1391.0,1017,1329.0
,,,55–59,955,1132.0,929,1075.0
,,,60–64,888,973.0,750,937.0
,,,65–69,777,837.0,754,690.0
,,,70–74,616,676.0,648,669.0
,,,75–79,380,469.0,459,516.0
,,,80–84,212,260.0,352,348.0
,,,85+,127,175.0,222,296.0
304,60301,Central Highlands (Tas.),0–4,460,374.0,440,385.0
,,,5–9,534,460.0,506,425.0
,,,10–14,527,473.0,407,436.0
,,,15–19,318,385.0,264,322.0
,,,20–24,284,276.0,275,238.0
,,,25–29,330,286.0,323,298.0
,,,30–34,411,386.0,423,404.0
,,,35–39,510,492.0,482,421.0
,,,40–44,384,491.0,409,459.0
,,,45–49,421,457.0,354,383.0
,,,50–54,365,435.0,363,397.0
,,,55–59,309,403.0,299,286.0
,,,60–64,272,298.0,235,263.0
,,,65–69,223,207.0,217,170.0
,,,70–74,223,165.0,168,125.0
,,,75–79,115,110.0,155,106.0
,,,80–84,86,52.0,110,77.0
,,,85+,20,34.0,62,62.0
305,60302,Huon - Bruny Island,0–4,638,631.0,647,564.0
,,,5–9,705,671.0,640,680.0
,,,10–14,715,717.0,672,670.0
,,,15–19,523,582.0,447,518.0
,,,20–24,421,373.0,368,355.0
,,,25–29,492,429.0,494,412.0
,,,30–34,557,518.0,638,574.0
,,,35–39,700,620.0,675,642.0
,,,40–44,623,686.0,601,658.0
,,,45–49,619,617.0,558,598.0
,,,50–54,512,630.0,459,581.0
,,,55–59,432,545.0,411,494.0
,,,60–64,394,461.0,323,413.0
,,,65–69,328,390.0,304,304.0
,,,70–74,230,272.0,211,246.0
,,,75–79,126,176.0,174,167.0
,,,80–84,76,86.0,102,146.0
,,,85+,41,59.0,95,103.0
306,60303,South East Coast,0–4,217,186.0,251,173.0
,,,5–9,300,197.0,290,201.0
,,,10–14,240,201.0,199,174.0
,,,15–19,128,133.0,115,125.0
,,,20–24,98,111.0,143,114.0
,,,25–29,165,144.0,164,150.0
,,,30–34,206,202.0,221,196.0
,,,35–39,278,232.0,267,201.0
,,,40–44,238,227.0,218,209.0
,,,45–49,217,244.0,185,245.0
,,,50–54,219,248.0,233,271.0
,,,55–59,196,286.0,181,239.0
,,,60–64,201,237.0,264,201.0
,,,65–69,212,218.0,118,180.0
,,,70–74,123,169.0,106,112.0
,,,75–79,79,112.0,59,96.0
,,,80–84,48,51.0,87,70.0
,,,85+,14,42.0,44,72.0
307,60401,Burnie - Ulverstone,0–4,1882,1622.0,1783,1555.0
,,,5–9,1931,1834.0,1866,1776.0
,,,10–14,2027,1825.0,2010,1761.0
,,,15–19,1775,1717.0,1726,1734.0
,,,20–24,1486,1211.0,1456,1280.0
,,,25–29,1623,1303.0,1705,1373.0
,,,30–34,1780,1497.0,1863,1645.0
,,,35–39,1878,1703.0,1977,1783.0
,,,40–44,1750,1780.0,1754,1854.0
,,,45–49,1681,1579.0,1653,1653.0
,,,50–54,1399,1570.0,1351,1537.0
,,,55–59,1231,1333.0,1204,1355.0
,,,60–64,1013,1182.0,1068,1190.0
,,,65–69,966,986.0,979,1055.0
,,,70–74,759,873.0,898,954.0
,,,75–79,509,627.0,685,843.0
,,,80–84,289,356.0,533,627.0
,,,85+,170,244.0,381,524.0
308,60402,Devonport,0–4,1488,1364.0,1353,1330.0
,,,5–9,1556,1479.0,1452,1425.0
,,,10–14,1582,1602.0,1487,1435.0
,,,15–19,1455,1458.0,1387,1300.0
,,,20–24,1237,1047.0,1252,1046.0
,,,25–29,1329,1136.0,1369,1268.0
,,,30–34,1429,1309.0,1508,1391.0
,,,35–39,1527,1426.0,1604,1541.0
,,,40–44,1499,1515.0,1469,1597.0
,,,45–49,1406,1453.0,1436,1416.0
,,,50–54,1139,1423.0,1163,1481.0
,,,55–59,1024,1182.0,1025,1166.0
,,,60–64,854,1069.0,933,1034.0
,,,65–69,832,853.0,888,887.0
,,,70–74,680,722.0,896,796.0
,,,75–79,471,546.0,652,753.0
,,,80–84,286,324.0,407,487.0
,,,85+,126,179.0,342,366.0
309,60403,West Coast,0–4,1013,733.0,898,725.0
,,,5–9,893,865.0,845,812.0
,,,10–14,928,754.0,791,746.0
,,,15–19,706,737.0,624,606.0
,,,20–24,752,529.0,680,478.0
,,,25–29,846,652.0,820,598.0
,,,30–34,914,726.0,864,728.0
,,,35–39,880,826.0,880,760.0
,,,40–44,823,795.0,687,740.0
,,,45–49,754,736.0,649,679.0
,,,50–54,644,696.0,521,618.0
,,,55–59,531,573.0,422,459.0
,,,60–64,395,471.0,329,382.0
,,,65–69,330,355.0,275,293.0
,,,70–74,244,271.0,274,239.0
,,,75–79,151,173.0,204,201.0
,,,80–84,97,109.0,134,144.0
,,,85+,46,58.0,81,92.0
310,70101,Darwin City,0–4,566,577.0,484,596.0
,,,5–9,465,508.0,427,461.0
,,,10–14,474,525.0,458,423.0
,,,15–19,535,507.0,503,441.0
,,,20–24,1035,910.0,754,813.0
,,,25–29,1207,1193.0,875,983.0
,,,30–34,973,1141.0,778,861.0
,,,35–39,880,874.0,672,726.0
,,,40–44,787,816.0,606,631.0
,,,45–49,782,810.0,547,676.0
,,,50–54,635,781.0,399,600.0
,,,55–59,413,561.0,256,375.0
,,,60–64,266,400.0,162,225.0
,,,65–69,238,234.0,152,116.0
,,,70–74,154,181.0,103,114.0
,,,75–79,74,103.0,82,88.0
,,,80–84,51,41.0,57,62.0
,,,85+,12,58.0,34,58.0
311,70102,Darwin Suburbs,0–4,2332,1901.0,2161,1861.0
,,,5–9,2133,1990.0,2004,1785.0
,,,10–14,2243,2066.0,2106,1926.0
,,,15–19,2240,2019.0,2051,1993.0
,,,20–24,2648,2159.0,2321,1993.0
,,,25–29,2666,2406.0,2654,2222.0
,,,30–34,2578,2263.0,2399,2198.0
,,,35–39,2464,2287.0,2407,2174.0
,,,40–44,2284,2232.0,2273,2191.0
,,,45–49,2260,2073.0,2046,2111.0
,,,50–54,1626,2106.0,1335,1900.0
,,,55–59,1085,1398.0,759,1097.0
,,,60–64,628,959.0,448,663.0
,,,65–69,403,490.0,321,394.0
,,,70–74,202,352.0,242,273.0
,,,75–79,108,195.0,118,188.0
,,,80–84,54,57.0,61,105.0
,,,85+,48,42.0,53,73.0
312,70103,Litchfield,0–4,626,574.0,615,556.0
,,,5–9,597,679.0,505,596.0
,,,10–14,548,645.0,492,593.0
,,,15–19,466,656.0,392,428.0
,,,20–24,423,702.0,340,293.0
,,,25–29,534,564.0,473,420.0
,,,30–34,679,707.0,636,656.0
,,,35–39,747,782.0,670,685.0
,,,40–44,672,771.0,551,691.0
,,,45–49,611,718.0,442,584.0
,,,50–54,462,666.0,320,490.0
,,,55–59,307,462.0,201,318.0
,,,60–64,166,294.0,113,179.0
,,,65–69,158,168.0,88,95.0
,,,70–74,70,114.0,56,64.0
,,,75–79,27,53.0,34,44.0
,,,80–84,5,31.0,6,32.0
,,,85+,5,11.0,1,23.0
313,70104,Palmerston,0–4,974,1378.0,932,1276.0
,,,5–9,701,1272.0,664,1171.0
,,,10–14,588,904.0,537,877.0
,,,15–19,421,689.0,390,689.0
,,,20–24,523,828.0,684,893.0
,,,25–29,728,1131.0,854,1228.0
,,,30–34,725,1219.0,740,1367.0
,,,35–39,622,1120.0,614,976.0
,,,40–44,482,851.0,432,795.0
,,,45–49,354,630.0,320,543.0
,,,50–54,241,495.0,200,456.0
,,,55–59,153,319.0,107,274.0
,,,60–64,115,180.0,89,140.0
