"No.","Code","Area name","Sex","Age group","2001","2006","2011","2016"
241,40201,"Gawler - Two Wells","Females","60–64",567,621.657168450794,836.271147214623,940.473843811828
241,40201,"Gawler - Two Wells","Females","65–69",495,580.969436873304,651.927666316455,866.911332542506
241,40201,"Gawler - Two Wells","Females","70–74",487,490.429402527205,576.998321404659,658.459480090969
241,40201,"Gawler - Two Wells","Females","75–79",375,468.873789669609,476.812216046821,562.253957614519
241,40201,"Gawler - Two Wells","Females","80–84",260,333.110854866972,414.104564107571,425.310251405298
241,40201,"Gawler - Two Wells","Females","85+",237,290.280930404119,364.922296901405,454.772665210691
241,40201,"Gawler - Two Wells","Males","0–4",802,769.836373721221,768.887846493562,794.132833701451
241,40201,"Gawler - Two Wells","Males","5–9",996,975.226551347659,943.409704071556,945.479676331557
241,40201,"Gawler - Two Wells","Males","10–14",1024,1054.55482605708,1045.50634728465,1012.78935524129
241,40201,"Gawler - Two Wells","Males","15–19",1002,1034.24724873209,1072.72888224555,1070.90711590033
241,40201,"Gawler - Two Wells","Males","20–24",726,847.962872808248,885.61910923236,926.329805899481
241,40201,"Gawler - Two Wells","Males","25–29",749,775.145704445129,861.865323725513,905.052872669939
241,40201,"Gawler - Two Wells","Males","30–34",837,870.649470753431,877.652114985787,950.305904043298
241,40201,"Gawler - Two Wells","Males","35–39",1068,1042.62920246262,1075.96978651232,1075.86774430841
241,40201,"Gawler - Two Wells","Males","40–44",1119,1130.74666068592,1133.15080693166,1164.24942091568
241,40201,"Gawler - Two Wells","Males","45–49",992,1137.29316538207,1162.35836406963,1176.99281857435
241,40201,"Gawler - Two Wells","Males","50–54",799,977.304575656526,1111.27309702512,1142.26600862032
241,40201,"Gawler - Two Wells","Males","55–59",609,804.687339906412,956.530001745532,1081.84294372701
241,40201,"Gawler - Two Wells","Males","60–64",543,624.672959623916,815.552803627665,949.078231192374
241,40201,"Gawler - Two Wells","Males","65–69",478,543.093460314607,636.274994814705,824.954491816567
241,40201,"Gawler - Two Wells","Males","70–74",433,450.694565762889,522.645247416308,622.117267025156
241,40201,"Gawler - Two Wells","Males","75–79",306,379.782503499237,402.48075121116,474.789321861577
241,40201,"Gawler - Two Wells","Males","80–84",173,241.210168001896,303.060527098242,326.30936601634
241,40201,"Gawler - Two Wells","Males","85+",86,134.608853233266,195.074995080537,258.822011578787
242,40202,"Playford","Females","0–4",2750,2448.42757771395,2365.69281056153,2373.40909069076
242,40202,"Playford","Females","5–9",2864,2796.72414934474,2537.32931783139,2460.67543050328
242,40202,"Playford","Females","10–14",2684,2723.75917453467,2668.54168071522,2440.28692257234
242,40202,"Playford","Females","15–19",2534,2623.89242047843,2670.38494241779,2624.86043933894
242,40202,"Playford","Females","20–24",2226,2490.00498523562,2574.19855190063,2629.76794515146
242,40202,"Playford","Females","25–29",2422,2302.30675601727,2473.10631643152,2544.91146065649
242,40202,"Playford","Females","30–34",2576,2490.54919698084,2379.64528507957,2507.03560022488
242,40202,"Playford","Females","35–39",2732,2610.91196099987,2564.92562774122,2459.60223227582
242,40202,"Playford","Females","40–44",2535,2607.11661074111,2545.32883705131,2515.36060808275
242,40202,"Playford","Females","45–49",2027,2397.61184568423,2464.4736851432,2430.21987156842
242,40202,"Playford","Females","50–54",1887,2026.83774854825,2348.95916567392,2412.69105624164
242,40202,"Playford","Females","55–59",1502,1901.36605281527,2033.30080632503,2322.87669098898
242,40202,"Playford","Females","60–64",1478,1540.90562460193,1943.55533499057,2071.26653037729
242,40202,"Playford","Females","65–69",1369,1444.87178184392,1549.33692892438,1954.58334326517
242,40202,"Playford","Females","70–74",1205,1253.98197777892,1348.56244143496,1477.83155020145
242,40202,"Playford","Females","75–79",825,1050.79307709649,1095.9493861452,1196.78057045275
242,40202,"Playford","Females","80–84",489,705.789776118152,896.000356228862,940.585798495297
242,40202,"Playford","Females","85+",391,499.587329593204,683.941052464011,895.304336354365
242,40202,"Playford","Males","0–4",2848,2580.18867432521,2493.77028595125,2502.648379308
242,40202,"Playford","Males","5–9",3059,2924.24199895776,2686.03354192967,2606.1890292082
242,40202,"Playford","Males","10–14",2769,2884.17003801786,2778.63759448635,2564.894760808
242,40202,"Playford","Males","15–19",2646,2716.59169947376,2818.63558890965,2732.81409613495
242,40202,"Playford","Males","20–24",2198,2526.52641548859,2596.79384240461,2685.28261100371
242,40202,"Playford","Males","25–29",2266,2149.10246010384,2341.38652698921,2406.80692486684
242,40202,"Playford","Males","30–34",2694,2434.03821369566,2325.03280895804,2457.80128146987
242,40202,"Playford","Males","35–39",2769,2678.95808965689,2536.08090076627,2432.31802720684
242,40202,"Playford","Males","40–44",2665,2659.66611328569,2613.85363445067,2519.87669883468
242,40202,"Playford","Males","45–49",2084,2468.85427089565,2477.60896504486,2451.64874836389
242,40202,"Playford","Males","50–54",1837,2033.19105150905,2358.54681514969,2375.47340118821
242,40202,"Playford","Males","55–59",1404,1823.97952687507,1992.51359670244,2279.72579666616
242,40202,"Playford","Males","60–64",1323,1422.5672084744,1823.83514953806,1974.66984359266
242,40202,"Playford","Males","65–69",1259,1287.67614471693,1423.81416858563,1812.58194648959
242,40202,"Playford","Males","70–74",1117,1114.24548897345,1181.42520088574,1338.03155633774
242,40202,"Playford","Males","75–79",730,898.367484263169,914.460209751492,997.295473640745
242,40202,"Playford","Males","80–84",342,549.721737149915,687.999589012417,713.147966265511
242,40202,"Playford","Males","85+",186,262.418109569917,405.21679364785,548.698047027943
243,40203,"Port Adelaide - East","Females","0–4",1512,1364.55519791921,1295.83770734088,1263.41626733879
243,40203,"Port Adelaide - East","Females","5–9",1394,1395.73792089902,1256.93225442592,1190.25956185877
243,40203,"Port Adelaide - East","Females","10–14",1358,1388.07296428999,1372.22865301061,1238.41491442883
243,40203,"Port Adelaide - East","Females","15–19",1582,1557.54768706785,1573.1498364069,1541.00080542493
243,40203,"Port Adelaide - East","Females","20–24",1848,1951.75366742375,1931.89276209317,1931.25567303811
243,40203,"Port Adelaide - East","Females","25–29",2017,1884.69525059271,1939.20430840897,1924.89789513096
243,40203,"Port Adelaide - East","Females","30–34",1957,1926.43234761823,1790.60651172464,1822.11898660357
243,40203,"Port Adelaide - East","Females","35–39",1875,1860.58445663948,1817.6650693032,1690.35148911104
243,40203,"Port Adelaide - East","Females","40–44",1732,1773.94174270934,1756.33541918708,1711.19771222661
243,40203,"Port Adelaide - East","Females","45–49",1602,1732.12005935953,1758.36261513339,1738.85907829286
243,40203,"Port Adelaide - East","Females","50–54",1750,1703.52331980928,1821.28223965151,1837.46154574793
243,40203,"Port Adelaide - East","Females","55–59",1447,1792.13015861436,1760.43157391455,1870.04273249173
243,40203,"Port Adelaide - East","Females","60–64",1226,1434.41328388343,1772.33914975452,1754.31841007387
243,40203,"Port Adelaide - East","Females","65–69",1255,1180.13920120145,1380.69700634715,1710.72644417808
243,40203,"Port Adelaide - East","Females","70–74",1348,1130.80232501579,1101.24187305163,1292.77245296082
243,40203,"Port Adelaide - East","Females","75–79",1249,1140.48785822016,978.643086772527,977.765520013653
243,40203,"Port Adelaide - East","Females","80–84",765,962.663731680353,896.203500539941,781.267962521883
243,40203,"Port Adelaide - East","Females","85+",604,720.153625187137,895.7388991273,963.086946081467
243,40203,"Port Adelaide - East","Males","0–4",1610,1445.37447006567,1373.05819877058,1339.07311885415
243,40203,"Port Adelaide - East","Males","5–9",1534,1489.07415920379,1338.21199962119,1267.89824782763
243,40203,"Port Adelaide - East","Males","10–14",1422,1499.8460199343,1449.13479362244,1306.39654815622
243,40203,"Port Adelaide - East","Males","15–19",1521,1603.73380747795,1658.37471074468,1599.05250351125
243,40203,"Port Adelaide - East","Males","20–24",1998,1952.40637068977,1994.57367095008,2020.96198800179
243,40203,"Port Adelaide - East","Males","25–29",2228,1971.99223419576,1962.26418767771,1974.63853417131
243,40203,"Port Adelaide - East","Males","30–34",2130,2034.56036940822,1844.29623007775,1847.29895659382
243,40203,"Port Adelaide - East","Males","35–39",2005,1964.78601559793,1881.62537868728,1726.05043720341
243,40203,"Port Adelaide - East","Males","40–44",1875,1880.89257730228,1841.09284925532,1766.34355489937
243,40203,"Port Adelaide - East","Males","45–49",1559,1810.13118499686,1807.55148662496,1769.20499167222
243,40203,"Port Adelaide - East","Males","50–54",1520,1627.54686790976,1834.30919672165,1826.92400683394
243,40203,"Port Adelaide - East","Males","55–59",1374,1589.91059325909,1674.96818122494,1853.54516612179
243,40203,"Port Adelaide - East","Males","60–64",1119,1347.56182494274,1569.73175516743,1641.59258815039
243,40203,"Port Adelaide - East","Males","65–69",1022,1067.44375313232,1283.5711480682,1510.14728409975
243,40203,"Port Adelaide - East","Males","70–74",1162,908.314193864288,975.866496726367,1178.92655082544
243,40203,"Port Adelaide - East","Males","75–79",948,932.08609896778,765.474456650231,842.716180192527
243,40203,"Port Adelaide - East","Males","80–84",525,637.385850453003,648.996270703016,549.258994553389
243,40203,"Port Adelaide - East","Males","85+",279,358.159715517536,455.459954413712,515.233843174842
244,40204,"Salisbury","Females","0–4",3893,3337.96429255635,3088.61092067101,2977.46422783712
244,40204,"Salisbury","Females","5–9",4245,3556.97226671389,3097.64142583148,2886.58696653236
244,40204,"Salisbury","Females","10–14",4022,3849.37402584765,3337.57861810915,2937.63578204546
244,40204,"Salisbury","Females","15–19",4303,3957.15051779865,3824.02491777787,3425.61828787642
244,40204,"Salisbury","Females","20–24",3887,4177.71622507686,3990.44892920608,3909.6117001875
244,40204,"Salisbury","Females","25–29",4169,3857.40783640656,3997.27342915463,3908.79178944665
244,40204,"Salisbury","Females","30–34",4440,4083.97204243137,3774.53740893677,3850.67981775881
244,40204,"Salisbury","Females","35–39",4685,4243.76920623247,3988.91671409633,3700.45456630836
244,40204,"Salisbury","Females","40–44",4220,4242.60836506105,3944.71332407282,3744.9662835229
244,40204,"Salisbury","Females","45–49",3951,4044.93298630878,4049.50567806275,3822.41093930175
244,40204,"Salisbury","Females","50–54",3946,4276.22063973648,4383.73489051005,4375.27020442441
244,40204,"Salisbury","Females","55–59",2848,4254.48311630732,4540.40318756424,4660.97819798906
244,40204,"Salisbury","Females","60–64",2213,3053.85836725607,4362.04081030029,4621.05841264761
244,40204,"Salisbury","Females","65–69",1737,2335.66606287365,3104.64178281744,4331.27785393228
244,40204,"Salisbury","Females","70–74",1469,1743.51510083818,2273.11697156235,2974.24933933883
244,40204,"Salisbury","Females","75–79",1103,1371.68476722197,1595.76069393621,2059.68709732664
244,40204,"Salisbury","Females","80–84",697,949.126996739226,1174.81042131069,1363.30740670212
244,40204,"Salisbury","Females","85+",526,693.732858641679,930.770543175415,1191.34840210579
244,40204,"Salisbury","Males","0–4",4156,3548.61313290815,3285.21207558025,3168.061029745
244,40204,"Salisbury","Males","5–9",4513,3805.32913507459,3309.59946937597,3085.97501783861
244,40204,"Salisbury","Males","10–14",4262,4104.5902067178,3568.93306219507,3139.98556252396
244,40204,"Salisbury","Males","15–19",4465,4148.95915008812,4024.37912892765,3593.68585433415
244,40204,"Salisbury","Males","20–24",4135,4371.4051953979,4174.9035972391,4094.95341912822
244,40204,"Salisbury","Males","25–29",4185,3988.44955836424,4102.97257623057,4008.77404937325
244,40204,"Salisbury","Males","30–34",4597,4138.79039785261,3873.28888542555,3934.66264812532
244,40204,"Salisbury","Males","35–39",4605,4269.58262590619,3956.99792218952,3693.48874265483
244,40204,"Salisbury","Males","40–44",4290,4145.3703542454,3909.06662677225,3671.25424525112
244,40204,"Salisbury","Males","45–49",3746,3966.42421284192,3850.49112493665,3666.30040802305
244,40204,"Salisbury","Males","50–54",3758,4015.32665386768,4217.11709640675,4110.24682150898
244,40204,"Salisbury","Males","55–59",2848,4032.69566138384,4243.09342504436,4439.82760082872
244,40204,"Salisbury","Males","60–64",2192,3053.93278536669,4148.21248794917,4334.78041156108
244,40204,"Salisbury","Males","65–69",1737,2255.61124796463,3036.47861249041,4052.79962676136
244,40204,"Salisbury","Males","70–74",1418,1646.10017302788,2109.5999213297,2811.66822164341
244,40204,"Salisbury","Males","75–79",887,1182.66012416355,1375.8062808368,1776.87251509607
244,40204,"Salisbury","Males","80–84",411,678.282796395491,909.96251255038,1066.46913870269
244,40204,"Salisbury","Males","85+",242,327.16052542843,503.519387124043,709.287851196286
245,40205,"Tea Tree Gully","Females","0–4",2922,2799.46915248361,2769.44299976364,2807.13495026203
245,40205,"Tea Tree Gully","Females","5–9",3144,3513.25474078475,3355.19914889113,3325.33762098181
245,40205,"Tea Tree Gully","Females","10–14",3215,3639.44563200106,3921.42566947477,3752.31227058334
245,40205,"Tea Tree Gully","Females","15–19",3654,3653.18721145228,3998.19070007925,4213.74013573716
245,40205,"Tea Tree Gully","Females","20–24",3253,3372.99759485576,3438.10993361203,3671.88773635736
245,40205,"Tea Tree Gully","Females","25–29",3249,3052.97933124367,3198.07721322298,3304.22297793133
245,40205,"Tea Tree Gully","Females","30–34",3563,3759.85711180456,3594.40509396036,3772.58952112211
245,40205,"Tea Tree Gully","Females","35–39",3735,4093.77387974183,4223.96792653608,4085.93688347902
245,40205,"Tea Tree Gully","Females","40–44",3933,4188.87653206065,4471.90414352525,4586.30004542115
245,40205,"Tea Tree Gully","Females","45–49",3846,4012.61788113101,4232.35412979208,4476.25710463281
245,40205,"Tea Tree Gully","Females","50–54",3688,3444.50451087019,3635.86758024989,3825.46257264435
245,40205,"Tea Tree Gully","Females","55–59",2707,3073.89532094558,2945.05703926359,3142.65362929633
245,40205,"Tea Tree Gully","Females","60–64",1953,2233.96354317462,2627.61068001018,2570.47448833999
245,40205,"Tea Tree Gully","Females","65–69",1491,1713.45533547689,1993.50402533142,2402.82748098714
245,40205,"Tea Tree Gully","Females","70–74",1371,1339.50063747809,1551.13627205146,1828.60026805771
245,40205,"Tea Tree Gully","Females","75–79",1125,1197.62539692076,1181.39043083302,1380.15099693894
245,40205,"Tea Tree Gully","Females","80–84",664,988.521061806707,1062.83795823323,1060.92045077442
245,40205,"Tea Tree Gully","Females","85+",545,704.327226936646,979.341803688269,1182.3187776597
245,40205,"Tea Tree Gully","Males","0–4",3111,2959.5394574597,2928.74322313893,2969.52341400287
245,40205,"Tea Tree Gully","Males","5–9",3249,3677.4181237209,3500.27463110973,3470.12138307362
245,40205,"Tea Tree Gully","Males","10–14",3396,3762.39459623457,4088.26249250051,3905.67973463926
245,40205,"Tea Tree Gully","Males","15–19",3719,3753.20952166561,4065.07113797897,4318.45725616215
245,40205,"Tea Tree Gully","Males","20–24",3219,3288.36965998385,3356.00509608591,3582.77628765204
245,40205,"Tea Tree Gully","Males","25–29",3269,2977.25897364137,3089.41521143878,3193.55536043529
245,40205,"Tea Tree Gully","Males","30–34",3589,3623.5612612698,3415.8516480926,3568.73477309124
245,40205,"Tea Tree Gully","Males","35–39",3639,3999.06024088836,4018.87905101333,3860.35720167882
245,40205,"Tea Tree Gully","Males","40–44",3573,3974.86849813353,4236.4919915553,4263.80174208179
245,40205,"Tea Tree Gully","Males","45–49",3530,3689.99379168215,4001.22571695119,4215.0182985542
245,40205,"Tea Tree Gully","Males","50–54",3624,3178.20109626837,3356.42796557269,3600.95191421077
245,40205,"Tea Tree Gully","Males","55–59",2731,2996.75651863015,2720.62776970149,2902.90000986027
245,40205,"Tea Tree Gully","Males","60–64",1992,2242.74732857042,2550.36688301033,2383.24276138636
245,40205,"Tea Tree Gully","Males","65–69",1474,1712.00253281439,1977.08786531904,2310.23496535786
245,40205,"Tea Tree Gully","Males","70–74",1199,1294.63406290726,1527.98774459739,1801.46713434446
245,40205,"Tea Tree Gully","Males","75–79",846,1006.93828762064,1098.09824760294,1317.98188505956
245,40205,"Tea Tree Gully","Males","80–84",416,666.663879474054,805.290346476225,888.790233769605
245,40205,"Tea Tree Gully","Males","85+",239,338.64320436938,516.820191217985,681.646611138338
246,40301,"Holdfast Bay","Females","0–4",581,530.817838142721,505.457305565193,493.383640389047
246,40301,"Holdfast Bay","Females","5–9",695,651.191760870546,594.867602499083,565.175699796733
246,40301,"Holdfast Bay","Females","10–14",740,774.297998545445,732.512425127247,670.16653293968
246,40301,"Holdfast Bay","Females","15–19",945,942.878677406739,964.578842298313,919.338113504272
246,40301,"Holdfast Bay","Females","20–24",1102,1099.01074182075,1097.6373607531,1103.72036788626
246,40301,"Holdfast Bay","Females","25–29",976,941.909617593447,953.181597529743,950.783148044836
246,40301,"Holdfast Bay","Females","30–34",953,946.330047630623,893.076596940189,902.134620200987
246,40301,"Holdfast Bay","Females","35–39",1051,1030.19124018297,1011.73473461069,950.084831252873
246,40301,"Holdfast Bay","Females","40–44",1138,1125.16933338215,1106.29759114633,1080.83437815832
246,40301,"Holdfast Bay","Females","45–49",1174,1228.38433942606,1216.09969828768,1196.16941394987
246,40301,"Holdfast Bay","Females","50–54",1164,1224.57335970264,1279.717813709,1267.24707442982
246,40301,"Holdfast Bay","Females","55–59",893,1177.42278774807,1230.21193619367,1284.72753409003
246,40301,"Holdfast Bay","Females","60–64",729,882.051367150215,1147.19275888705,1194.54214018819
246,40301,"Holdfast Bay","Females","65–69",751,759.314867685164,906.393740862503,1162.15020574976
246,40301,"Holdfast Bay","Females","70–74",1020,800.356599624447,827.473383696391,973.885072084436
246,40301,"Holdfast Bay","Females","75–79",1206,1001.42313986066,827.254332674761,868.062853026075
246,40301,"Holdfast Bay","Females","80–84",895,1036.70700411084,890.240805498714,756.945509715046
246,40301,"Holdfast Bay","Females","85+",970,1054.90252980534,1194.09479642068,1202.46685167287
246,40301,"Holdfast Bay","Males","0–4",621,562.358480946125,535.679748965658,523.026296563279
246,40301,"Holdfast Bay","Males","5–9",640,655.186538717602,595.395061815847,565.764437168599
246,40301,"Holdfast Bay","Males","10–14",786,747.843436878178,747.91775063021,682.880903592197
246,40301,"Holdfast Bay","Males","15–19",906,973.816885769126,940.793644536691,926.969646099446
246,40301,"Holdfast Bay","Males","20–24",950,1029.15554202443,1065.74724798811,1044.16299303944
246,40301,"Holdfast Bay","Males","25–29",1042,911.047809630296,945.959094855051,957.13337577929
246,40301,"Holdfast Bay","Males","30–34",984,965.315631116974,875.131788709879,891.925513449533
246,40301,"Holdfast Bay","Males","35–39",1078,1044.09869556239,1015.65812055808,935.766876358431
246,40301,"Holdfast Bay","Males","40–44",1188,1146.68443356949,1116.36496577383,1081.63691337847
246,40301,"Holdfast Bay","Males","45–49",1152,1246.46171892521,1212.67193946439,1182.41305501659
246,40301,"Holdfast Bay","Males","50–54",1194,1195.29326694098,1277.8886111569,1248.40190261611
246,40301,"Holdfast Bay","Males","55–59",871,1186.49942497673,1189.08112815916,1263.65110363585
246,40301,"Holdfast Bay","Males","60–64",646,841.558343454636,1120.94358179809,1126.72918421465
246,40301,"Holdfast Bay","Males","65–69",604,657.202101437681,835.132057414142,1091.15221046908
246,40301,"Holdfast Bay","Males","70–74",702,596.359508977803,659.307527772011,824.648024391882
246,40301,"Holdfast Bay","Males","75–79",713,639.583716700226,569.428731948374,637.801246274675
246,40301,"Holdfast Bay","Males","80–84",513,563.665355651209,529.997686625406,487.502032286023
246,40301,"Holdfast Bay","Males","85+",379,447.645103995491,517.749478510897,545.889789000997
247,40302,"Marion","Females","0–4",2102,1864.97871797351,1782.30259695183,1749.23033595848
247,40302,"Marion","Females","5–9",2196,2084.38502221941,1869.54290133793,1781.61307305839
247,40302,"Marion","Females","10–14",2440,2306.75742553177,2203.40929619357,1991.69648846701
247,40302,"Marion","Females","15–19",2679,2688.51931464188,2591.77106272738,2486.63760775544
247,40302,"Marion","Females","20–24",2580,2782.28064630263,2796.84247495639,2746.38607164824
247,40302,"Marion","Females","25–29",2516,2460.77194573749,2569.74577423649,2575.30910790628
247,40302,"Marion","Females","30–34",2697,2629.93818212285,2506.81207274166,2569.6110226372
247,40302,"Marion","Females","35–39",2953,2804.71751062311,2737.74716402989,2588.53609133171
247,40302,"Marion","Females","40–44",3205,3050.66476777467,2949.42019683347,2876.1238538369
247,40302,"Marion","Females","45–49",3100,3214.36964202705,3104.7883184665,3023.0861006607
247,40302,"Marion","Females","50–54",2681,3013.1725333527,3137.59329152998,3053.18152545047
247,40302,"Marion","Females","55–59",2104,2650.71914459183,2925.1051692662,3051.85577731565
247,40302,"Marion","Females","60–64",1857,2075.55997711023,2605.47922156533,2837.32553966948
247,40302,"Marion","Females","65–69",1890,1849.16512113496,2085.51178029554,2607.73221995028
247,40302,"Marion","Females","70–74",2192,1830.53806098784,1847.08945642813,2096.36921064306
247,40302,"Marion","Females","75–79",2036,1929.20249160406,1657.43955434013,1709.04552454745
247,40302,"Marion","Females","80–84",1273,1664.47737842874,1606.44491294382,1406.48063521949
247,40302,"Marion","Females","85+",963,1222.38575222062,1588.03945010192,1769.53855193431
247,40302,"Marion","Males","0–4",2195,1967.8642264321,1881.25337036795,1846.88754951942
247,40302,"Marion","Males","5–9",2367,2200.02361570297,1988.98120850852,1896.42618494626
247,40302,"Marion","Males","10–14",2491,2451.11034906937,2305.34845007411,2095.83203510877
247,40302,"Marion","Males","15–19",2668,2708.18097459201,2677.51305837236,2538.11225777214
247,40302,"Marion","Males","20–24",2655,2773.67849213174,2800.52073433045,2783.21512485071
247,40302,"Marion","Males","25–29",2611,2477.07558032252,2550.83539377476,2563.41619809843
247,40302,"Marion","Males","30–34",2688,2631.50316428457,2476.0021466435,2521.15234493227
247,40302,"Marion","Males","35–39",2787,2701.52142785182,2633.16477020833,2471.89454207357
247,40302,"Marion","Males","40–44",3006,2852.53735870837,2784.3399334934,2705.84675459885
247,40302,"Marion","Males","45–49",2864,2980.35110238404,2870.28541832503,2807.5458506767
247,40302,"Marion","Males","50–54",2599,2776.86652794683,2896.16566963667,2810.46233002443
247,40302,"Marion","Males","55–59",1928,2518.21587535021,2661.48883206137,2779.86929288232
247,40302,"Marion","Males","60–64",1642,1880.79880588771,2419.27735576573,2540.39539119356
247,40302,"Marion","Males","65–69",1504,1574.57919256711,1822.25388220545,2322.49140481064
247,40302,"Marion","Males","70–74",1742,1418.99667249449,1527.97222482713,1782.35926291341
247,40302,"Marion","Males","75–79",1472,1423.54673194768,1214.15882419044,1338.99897131825
247,40302,"Marion","Males","80–84",782,1067.74572412928,1069.91332035553,941.93787673824
247,40302,"Marion","Males","85+",465,590.170368975417,797.962243637128,912.919611199456
248,40303,"Mitcham","Females","0–4",1550,1354.75003942601,1260.54496565218,1210.58682583324
248,40303,"Mitcham","Females","5–9",1621,1662.85500576814,1471.12974819218,1373.49479047647
248,40303,"Mitcham","Females","10–14",1853,1769.48198654208,1769.67124168231,1577.81135932419
248,40303,"Mitcham","Females","15–19",2172,2101.25808368525,2025.85199841061,1990.89266260854
248,40303,"Mitcham","Females","20–24",2031,2023.09471894074,1982.2191077619,1934.08338866155
248,40303,"Mitcham","Females","25–29",1664,1550.3167598718,1558.70723560223,1536.01426784522
248,40303,"Mitcham","Females","30–34",1877,1752.03694589559,1620.56669346927,1621.35861455668
248,40303,"Mitcham","Females","35–39",2131,2091.28533179156,1980.07509820727,1833.89688035176
248,40303,"Mitcham","Females","40–44",2411,2269.97858506918,2222.49474245427,2116.28760477943
248,40303,"Mitcham","Females","45–49",2380,2446.95242927577,2333.24526230434,2282.17790404868
248,40303,"Mitcham","Females","50–54",2478,2350.86605427195,2421.20113031021,2326.88159469073
248,40303,"Mitcham","Females","55–59",1806,2314.33169198133,2225.65256731601,2297.27110852998
248,40303,"Mitcham","Females","60–64",1392,1652.28343671171,2114.98425804101,2055.34208888861
248,40303,"Mitcham","Females","65–69",1175,1284.05349544491,1523.25575767357,1951.11668282998
248,40303,"Mitcham","Females","70–74",1300,1114.41049396124,1223.67938979481,1448.1577429126
248,40303,"Mitcham","Females","75–79",1414,1221.3640636199,1074.09529384978,1182.92390621431
248,40303,"Mitcham","Females","80–84",1115,1256.84888641615,1118.09900710324,1003.73174832766
248,40303,"Mitcham","Females","85+",1226,1362.52009185385,1534.1176994263,1566.00037226342
248,40303,"Mitcham","Males","0–4",1581,1420.28783743521,1321.8382628983,1269.82209229064
248,40303,"Mitcham","Males","5–9",1765,1734.00264836989,1562.07647556522,1459.2435109772
248,40303,"Mitcham","Males","10–14",1893,1890.80482618528,1836.44322033677,1658.35638673608
248,40303,"Mitcham","Males","15–19",2263,2152.16474889225,2136.1587708828,2060.1315515874
248,40303,"Mitcham","Males","20–24",1970,2012.76524870547,1947.12129666731,1929.81737682517
248,40303,"Mitcham","Males","25–29",1809,1570.77693705802,1589.21896042595,1558.19543526851
248,40303,"Mitcham","Males","30–34",1865,1823.19389140071,1638.69139464346,1641.75897944212
248,40303,"Mitcham","Males","35–39",1921,1977.84040737131,1910.02951731399,1742.04104917276
248,40303,"Mitcham","Males","40–44",2206,2053.33298330831,2059.78808726774,1979.70392677637
248,40303,"Mitcham","Males","45–49",2193,2228.27141261946,2106.6045603387,2089.64968961265
248,40303,"Mitcham","Males","50–54",2249,2124.52455152502,2167.12524004273,2067.96622856491
248,40303,"Mitcham","Males","55–59",1895,2127.04365786911,2033.04221812762,2080.47464697315
248,40303,"Mitcham","Males","60–64",1326,1697.98417228853,1940.04810847668,1872.9868873724
248,40303,"Mitcham","Males","65–69",1135,1200.99915507797,1524.42982725185,1770.53959934327
248,40303,"Mitcham","Males","70–74",1113,1009.27162799144,1093.67223848427,1381.14479525603
248,40303,"Mitcham","Males","75–79",983,954.666341074578,890.568905609374,983.350099201928
248,40303,"Mitcham","Males","80–84",634,792.031889252508,794.868980263381,758.922464720038
248,40303,"Mitcham","Males","85+",430,559.871681936972,713.184997557361,802.07493696475
249,40304,"Onkaparinga","Females","0–4",4854,4391.34316487008,4266.68804610724,4271.27706405559
249,40304,"Onkaparinga","Females","5–9",5510,5234.02336230602,4807.53710491374,4682.87386190757
249,40304,"Onkaparinga","Females","10–14",5592,5669.39594665148,5454.2429198813,5050.53500082606
249,40304,"Onkaparinga","Females","15–19",5732,5606.50130018697,5701.11327915841,5539.48265883789
249,40304,"Onkaparinga","Females","20–24",4644,5029.73822296525,5054.84139505575,5168.69464628187
249,40304,"Onkaparinga","Females","25–29",4825,4653.8699220074,4933.25002334826,5023.44644977219
249,40304,"Onkaparinga","Females","30–34",5432,5428.83054327501,5223.36115905778,5466.10305418213
249,40304,"Onkaparinga","Females","35–39",5894,5874.34823421452,5872.27198588573,5658.09867468669
249,40304,"Onkaparinga","Females","40–44",6325,6155.45155270867,6180.95024870155,6180.68584089733
249,40304,"Onkaparinga","Females","45–49",6085,6348.71161241513,6268.80643316224,6318.07651486537
249,40304,"Onkaparinga","Females","50–54",5920,6112.32827438745,6425.79988566445,6402.04292396209
249,40304,"Onkaparinga","Females","55–59",3899,5784.58228638956,5995.72741761456,6333.9821514219
249,40304,"Onkaparinga","Females","60–64",2849,3858.62394207937,5573.95816604375,5798.97562971929
249,40304,"Onkaparinga","Females","65–69",2348,2868.79916392263,3792.35705671636,5381.70830842621
249,40304,"Onkaparinga","Females","70–74",2250,2307.94110141611,2792.31365126927,3641.48153765113
249,40304,"Onkaparinga","Females","75–79",1921,2137.88477877734,2197.60072473557,2648.46817548215
249,40304,"Onkaparinga","Females","80–84",1227,1759.87777740103,1962.39012632937,2028.38244619088
249,40304,"Onkaparinga","Females","85+",944,1295.08731527823,1800.32671328502,2209.79450922767
249,40304,"Onkaparinga","Males","0–4",5112,4642.50521493378,4512.36287097273,4518.57889336673
249,40304,"Onkaparinga","Males","5–9",5760,5485.93093982629,5055.50324557864,4926.3427263251
249,40304,"Onkaparinga","Males","10–14",5954,5964.04736794609,5743.02873650461,5334.90464946182
249,40304,"Onkaparinga","Males","15–19",6122,5940.18732416088,5988.48845860804,5811.07090548096
249,40304,"Onkaparinga","Males","20–24",4902,5249.83762112776,5222.39557313777,5314.81687584226
249,40304,"Onkaparinga","Males","25–29",4859,4689.38016878307,4944.29866891672,5012.45876960742
