No.,Code,Area name,Sex,Age group,2001,2006,2011
251,40402,Port Adelaide - West,Males,85,280,341.72907972372,430.136040349742
252,40403,West Torrens,Females,0–4,1332,1206.40381776021,1134.4786312202
252,40403,West Torrens,Females,5–9,1254,1240.44129472405,1117.84925560005
252,40403,West Torrens,Females,10–14,1130,1213.87285227681,1188.17038766825
252,40403,West Torrens,Females,15–19,1510,1488.01721348631,1540.89476771211
252,40403,West Torrens,Females,20–24,2170,2131.04520713612,2102.77681202524
252,40403,West Torrens,Females,25–29,2155,2033.83738866533,2031.06299697184
252,40403,West Torrens,Females,30–34,2168,2065.78808075065,1922.36751395238
252,40403,West Torrens,Females,35–39,1963,2022.17902533942,1935.27543406475
252,40403,West Torrens,Females,40–44,1840,1865.16401817526,1890.00271146167
252,40403,West Torrens,Females,45–49,1642,1785.65216885762,1797.28846423792
252,40403,West Torrens,Females,50–54,1633,1640.53626285556,1764.21026329488
252,40403,West Torrens,Females,55–59,1489,1673.04425675106,1682.74189914468
252,40403,West Torrens,Females,60–64,1393,1488.04985654085,1698.61254842089
252,40403,West Torrens,Females,65–69,1317,1356.0383995966,1472.01998284276
252,40403,West Torrens,Females,70–74,1462,1260.34048519811,1319.11272914644
252,40403,West Torrens,Females,75–79,1478,1363.66741853085,1203.83396988408
252,40403,West Torrens,Females,80–84,1038,1234.22005171141,1161.31996963477
252,40403,West Torrens,Females,85,964,1114.51193873766,1317.5914063365
252,40403,West Torrens,Males,0–4,1422,1279.06063771042,1203.25348220609
252,40403,West Torrens,Males,5–9,1301,1297.3352352047,1164.73241918473
252,40403,West Torrens,Males,10–14,1273,1281.58378112843,1260.58861439747
252,40403,West Torrens,Males,15–19,1539,1600.05287154924,1596.16817295849
252,40403,West Torrens,Males,20–24,2090,2087.33548849187,2109.03429631617
252,40403,West Torrens,Males,25–29,2330,2010.74353178129,2013.73599863866
252,40403,West Torrens,Males,30–34,2377,2211.82646753114,1982.54291250952
252,40403,West Torrens,Males,35–39,2143,2193.01266129989,2065.70151220007
252,40403,West Torrens,Males,40–44,1961,1999.46342582337,2009.25331419434
252,40403,West Torrens,Males,45–49,1662,1868.11959334755,1885.1707080871
252,40403,West Torrens,Males,50–54,1545,1617.61305113914,1783.90604842264
252,40403,West Torrens,Males,55–59,1327,1547.42725779286,1602.39531989405
252,40403,West Torrens,Males,60–64,1236,1324.59634425178,1548.89264738853
252,40403,West Torrens,Males,65–69,1216,1193.97278948218,1306.71153114203
252,40403,West Torrens,Males,70–74,1207,1104.49201760624,1126.30383895768
252,40403,West Torrens,Males,75–79,1113,1053.67441169358,991.131012300579
252,40403,West Torrens,Males,80–84,673,825.393884471191,809.86512181215
252,40403,West Torrens,Males,85,418,530.268795624735,669.491208017437
253,40501,Barossa,Females,0–4,900,789.588201793852,752.788074031258
253,40501,Barossa,Females,5–9,1031,1015.39330447541,914.948041720872
253,40501,Barossa,Females,10–14,1063,1106.54295160332,1088.62864110977
253,40501,Barossa,Females,15–19,971,970.814579816209,1003.70125113663
253,40501,Barossa,Females,20–24,622,693.184369019162,702.821557327484
253,40501,Barossa,Females,25–29,786,733.001454123634,776.943860363234
253,40501,Barossa,Females,30–34,987,943.399672862126,892.46220785034
253,40501,Barossa,Females,35–39,1238,1178.90275601269,1149.48932423152
253,40501,Barossa,Females,40–44,1265,1293.94627493288,1259.90809407422
253,40501,Barossa,Females,45–49,1123,1273.33302443114,1299.34136632369
253,40501,Barossa,Females,50–54,1007,1154.90501345397,1289.30884643463
253,40501,Barossa,Females,55–59,834,1045.31823717351,1172.28742876186
253,40501,Barossa,Females,60–64,651,828.124535566605,1037.64021073588
253,40501,Barossa,Females,65–69,551,617.866569052204,778.566395425127
253,40501,Barossa,Females,70–74,512,501.323424299256,566.854359511279
253,40501,Barossa,Females,75–79,462,448.083700105096,441.907409734546
253,40501,Barossa,Females,80–84,364,391.049577898157,386.207809487785
253,40501,Barossa,Females,85,337,391.451909886844,442.12646690431
253,40501,Barossa,Males,0–4,955,837.569496858161,798.900622017351
253,40501,Barossa,Males,5–9,1073,1077.31411944971,971.923510370652
253,40501,Barossa,Males,10–14,1252,1191.97073784575,1186.58406908054
253,40501,Barossa,Males,15–19,1097,1113.71136836118,1078.85964541528
253,40501,Barossa,Males,20–24,748,796.702798525688,812.522879884628
253,40501,Barossa,Males,25–29,837,796.54996291037,831.631316292487
253,40501,Barossa,Males,30–34,924,923.382682738802,878.605968306019
253,40501,Barossa,Males,35–39,1141,1083.61553071049,1074.63939891879
253,40501,Barossa,Males,40–44,1300,1219.22680518271,1184.08506193224
253,40501,Barossa,Males,45–49,1161,1297.67120046254,1244.94580604216
253,40501,Barossa,Males,50–54,1117,1190.01717658924,1311.47477813984
253,40501,Barossa,Males,55–59,868,1130.80196257346,1194.39161664281
253,40501,Barossa,Males,60–64,680,854.812029556981,1099.86081200304
253,40501,Barossa,Males,65–69,579,641.451492888955,803.024345403778
253,40501,Barossa,Males,70–74,487,505.934632170355,572.970463987268
253,40501,Barossa,Males,75–79,369,390.683273483902,411.594777517999
253,40501,Barossa,Males,80–84,226,275.833027609729,300.3009781889
253,40501,Barossa,Males,85,163,189.457902822896,231.170090221791
254,40502,Lower North,Females,0–4,638,545.877180894119,502.720705248239
254,40502,Lower North,Females,5–9,708,655.458577242105,572.146039688196
254,40502,Lower North,Females,10–14,805,720.392694815651,672.262877056823
254,40502,Lower North,Females,15–19,585,589.462694966113,541.952190515635
254,40502,Lower North,Females,20–24,379,405.69517654831,406.376581658487
254,40502,Lower North,Females,25–29,471,428.907375566228,438.377811612224
254,40502,Lower North,Females,30–34,661,605.212511501686,555.760685542712
254,40502,Lower North,Females,35–39,792,735.983086053375,690.422707874067
254,40502,Lower North,Females,40–44,844,827.33282670151,783.57047677519
254,40502,Lower North,Females,45–49,795,854.765021777622,837.656447443858
254,40502,Lower North,Females,50–54,752,809.96810543485,860.946104981437
254,40502,Lower North,Females,55–59,712,793.373327427864,838.879872640158
254,40502,Lower North,Females,60–64,555,695.192268282768,788.840365961017
254,40502,Lower North,Females,65–69,463,528.456297345118,652.66397649856
254,40502,Lower North,Females,70–74,440,423.465415977622,482.834979977761
254,40502,Lower North,Females,75–79,423,409.186803036471,395.465894676561
254,40502,Lower North,Females,80–84,308,350.613916063302,344.323758347046
254,40502,Lower North,Females,85,291,332.2714990502,382.12786087052
254,40502,Lower North,Males,0–4,681,580.267086352613,534.662639927873
254,40502,Lower North,Males,5–9,808,706.93578934816,616.875718405996
254,40502,Lower North,Males,10–14,917,823.68304575452,740.12145550949
254,40502,Lower North,Males,15–19,750,704.519906266149,647.872943023283
254,40502,Lower North,Males,20–24,490,536.409424541989,515.016287610613
254,40502,Lower North,Males,25–29,506,502.415506283477,519.401595119991
254,40502,Lower North,Males,30–34,615,582.135109323345,550.19505620098
254,40502,Lower North,Males,35–39,784,713.435686392905,677.422605191776
254,40502,Lower North,Males,40–44,856,814.409593616342,760.735272729181
254,40502,Lower North,Males,45–49,900,885.305174377404,849.091947434114
254,40502,Lower North,Males,50–54,832,896.36538918138,891.685380766876
254,40502,Lower North,Males,55–59,686,839.138662981008,886.367488371526
254,40502,Lower North,Males,60–64,588,681.397141570427,826.424859856499
254,40502,Lower North,Males,65–69,567,568.716910446744,660.792741665065
254,40502,Lower North,Males,70–74,467,490.991214635035,509.594171017544
254,40502,Lower North,Males,75–79,371,388.89608651539,411.633792748414
254,40502,Lower North,Males,80–84,204,268.21424539319,288.893465287524
254,40502,Lower North,Males,85,125,158.332509705657,208.046853882967
255,40503,Mid North,Females,0–4,931,776.652896901864,700.976366385731
255,40503,Mid North,Females,5–9,1013,943.660096975718,802.684298131006
255,40503,Mid North,Females,10–14,1026,973.597872406254,904.726856332233
255,40503,Mid North,Females,15–19,807,804.481135595223,766.819695444025
255,40503,Mid North,Females,20–24,600,591.932565546893,582.104984671758
255,40503,Mid North,Females,25–29,722,651.771186573858,638.696020199637
255,40503,Mid North,Females,30–34,873,785.4789937771,706.333881760907
255,40503,Mid North,Females,35–39,1017,943.193346303412,866.01539602662
255,40503,Mid North,Females,40–44,1021,992.873130337417,929.800972235918
255,40503,Mid North,Females,45–49,964,984.363677755138,953.126296793643
255,40503,Mid North,Females,50–54,950,955.668702418588,972.671904854906
255,40503,Mid North,Females,55–59,875,977.281564551881,976.911990721853
255,40503,Mid North,Females,60–64,759,855.118992530549,967.504485798905
255,40503,Mid North,Females,65–69,646,706.416740763258,798.445554410607
255,40503,Mid North,Females,70–74,655,585.274910564467,641.797463523492
255,40503,Mid North,Females,75–79,548,561.159972962536,507.134058666386
255,40503,Mid North,Females,80–84,380,431.020130992268,445.986975364453
255,40503,Mid North,Females,85,337,381.015267506691,436.674228784832
255,40503,Mid North,Males,0–4,1001,828.454547916437,748.132453224109
255,40503,Mid North,Males,5–9,1086,1013.08515789154,858.913980876369
255,40503,Mid North,Males,10–14,1051,1036.22651509973,963.029719697463
255,40503,Mid North,Males,15–19,946,845.825006707926,829.98009779835
255,40503,Mid North,Males,20–24,633,644.548590503721,595.462437665133
255,40503,Mid North,Males,25–29,760,659.241086098305,652.091394714471
255,40503,Mid North,Males,30–34,825,753.726025236668,666.802278257198
255,40503,Mid North,Males,35–39,1008,911.255132148189,840.478992924856
255,40503,Mid North,Males,40–44,1069,996.508032215662,917.121008704573
255,40503,Mid North,Males,45–49,1043,1031.26148801396,967.802414407434
255,40503,Mid North,Males,50–54,995,1011.57118138347,1004.29613530714
255,40503,Mid North,Males,55–59,896,1003.97761140134,1008.3799800461
255,40503,Mid North,Males,60–64,777,872.814139494418,984.940551553042
255,40503,Mid North,Males,65–69,653,722.692066110807,817.952446445937
255,40503,Mid North,Males,70–74,604,562.821713487126,631.100842887382
255,40503,Mid North,Males,75–79,454,479.908891971965,456.246120791658
255,40503,Mid North,Males,80–84,251,310.411264959722,337.402341136509
255,40503,Mid North,Males,85,148,180.334333298045,227.025485175429
256,40504,Yorke Peninsula,Females,0–4,576,508.070994726541,470.40055457323
256,40504,Yorke Peninsula,Females,5–9,732,662.640912903345,592.131531443971
256,40504,Yorke Peninsula,Females,10–14,738,743.224477484458,684.829237007261
256,40504,Yorke Peninsula,Females,15–19,524,526.462751887248,528.833082817117
256,40504,Yorke Peninsula,Females,20–24,309,338.892832450847,340.199309342907
256,40504,Yorke Peninsula,Females,25–29,434,382.110319415705,393.147962436081
256,40504,Yorke Peninsula,Females,30–34,600,555.192007019275,506.901328818996
256,40504,Yorke Peninsula,Females,35–39,720,688.565964751833,651.754374752849
256,40504,Yorke Peninsula,Females,40–44,767,748.576159840296,723.037482494163
256,40504,Yorke Peninsula,Females,45–49,751,791.025482859993,774.272570818478
256,40504,Yorke Peninsula,Females,50–54,790,834.143263022793,871.699212622537
256,40504,Yorke Peninsula,Females,55–59,817,924.498286333938,960.43908086712
256,40504,Yorke Peninsula,Females,60–64,816,921.845465877014,1051.85995326351
256,40504,Yorke Peninsula,Females,65–69,724,829.098107279723,938.63849373179
256,40504,Yorke Peninsula,Females,70–74,628,652.003886674276,746.971101313045
256,40504,Yorke Peninsula,Females,75–79,526,530.806138766476,548.360178289
256,40504,Yorke Peninsula,Females,80–84,381,408.908995958232,417.959899304694
256,40504,Yorke Peninsula,Females,85,299,356.990821373014,407.684348740702
256,40504,Yorke Peninsula,Males,0–4,662,551.286893651358,510.916406091087
256,40504,Yorke Peninsula,Males,5–9,711,705.361318076604,610.077913576507
256,40504,Yorke Peninsula,Males,10–14,815,753.021789123461,735.72875940236
256,40504,Yorke Peninsula,Males,15–19,616,610.186168313922,574.414438428221
256,40504,Yorke Peninsula,Males,20–24,402,442.978886678162,440.041997256458
256,40504,Yorke Peninsula,Males,25–29,417,409.411436268372,424.928329693786
256,40504,Yorke Peninsula,Males,30–34,612,544.068103202266,512.808249199337
256,40504,Yorke Peninsula,Males,35–39,739,692.307072675272,642.840133545734
256,40504,Yorke Peninsula,Males,40–44,756,747.605463625002,711.670000022751
256,40504,Yorke Peninsula,Males,45–49,772,784.551216486085,773.155063312888
256,40504,Yorke Peninsula,Males,50–54,819,853.165610262433,868.771027044253
256,40504,Yorke Peninsula,Males,55–59,811,933.049749584639,957.109922468962
256,40504,Yorke Peninsula,Males,60–64,836,913.345293421213,1048.36899822553
256,40504,Yorke Peninsula,Males,65–69,760,836.421669660848,928.205703661915
256,40504,Yorke Peninsula,Males,70–74,742,683.614428167947,764.966570430407
256,40504,Yorke Peninsula,Males,75–79,468,563.089431421148,531.698471088794
256,40504,Yorke Peninsula,Males,80–84,263,312.634298885472,384.655826928049
256,40504,Yorke Peninsula,Males,85,148,180.914548039459,223.462272166992
257,40601,Eyre Peninsula and South West,Females,0–4,1998,1663.91860342896,1511.95878913381
257,40601,Eyre Peninsula and South West,Females,5–9,2114,1964.2710249778,1673.75030628019
257,40601,Eyre Peninsula and South West,Females,10–14,2082,1969.22429267493,1833.00726896298
257,40601,Eyre Peninsula and South West,Females,15–19,1724,1686.27220124195,1607.92510290579
257,40601,Eyre Peninsula and South West,Females,20–24,1383,1448.61195830589,1418.23947905883
257,40601,Eyre Peninsula and South West,Females,25–29,1785,1527.28052589174,1540.39815354402
257,40601,Eyre Peninsula and South West,Females,30–34,1968,1818.44319952877,1612.40930280099
257,40601,Eyre Peninsula and South West,Females,35–39,2055,1930.01407396307,1803.92779744882
257,40601,Eyre Peninsula and South West,Females,40–44,2107,1983.80185824621,1880.49129745574
257,40601,Eyre Peninsula and South West,Females,45–49,1763,1953.64029842156,1853.82981966175
257,40601,Eyre Peninsula and South West,Females,50–54,1780,1728.64270683816,1880.49668507652
257,40601,Eyre Peninsula and South West,Females,55–59,1523,1760.05962440758,1718.72247691803
257,40601,Eyre Peninsula and South West,Females,60–64,1252,1450.61764284064,1693.65283731055
257,40601,Eyre Peninsula and South West,Females,65–69,1017,1164.27076147261,1350.27998513014
257,40601,Eyre Peninsula and South West,Females,70–74,995,934.579903355529,1066.72364421905
257,40601,Eyre Peninsula and South West,Females,75–79,809,879.539151910604,831.926995971954
257,40601,Eyre Peninsula and South West,Females,80–84,604,695.115378666886,757.984015080497
257,40601,Eyre Peninsula and South West,Females,85,489,619.081938688801,747.008081645958
257,40601,Eyre Peninsula and South West,Males,0–4,2036,1747.51002665113,1588.25652527444
257,40601,Eyre Peninsula and South West,Males,5–9,2315,2056.08923567189,1788.67797853541
257,40601,Eyre Peninsula and South West,Males,10–14,2250,2154.61849814628,1939.355363505
257,40601,Eyre Peninsula and South West,Males,15–19,1920,1842.13892992502,1772.47919715268
257,40601,Eyre Peninsula and South West,Males,20–24,1590,1617.14867684645,1563.07936564992
257,40601,Eyre Peninsula and South West,Males,25–29,1778,1609.07837589606,1606.11837478644
257,40601,Eyre Peninsula and South West,Males,30–34,2117,1867.53297958756,1693.14413054758
257,40601,Eyre Peninsula and South West,Males,35–39,2281,2101.77698504941,1915.38837442164
257,40601,Eyre Peninsula and South West,Males,40–44,2199,2144.42499097509,2003.06252848847
257,40601,Eyre Peninsula and South West,Males,45–49,1971,2066.76182368702,2009.68189229166
257,40601,Eyre Peninsula and South West,Males,50–54,1867,1887.73146237985,1966.45383354037
257,40601,Eyre Peninsula and South West,Males,55–59,1563,1819.42343908698,1828.03924154863
257,40601,Eyre Peninsula and South West,Males,60–64,1371,1505.8121557087,1757.49058410829
