No.,Code,Area name,Sex,Age group,2001,2006,2011
160,30204,Sandgate,Females,80–84,602,652.755587806393,671.902808768654
160,30204,Sandgate,Females,85,593,621.040325780875,674.031399613061
160,30204,Sandgate,Males,0–4,1657,1531.32177448983,1491.91402783562
160,30204,Sandgate,Males,5–9,1604,1714.48762250441,1595.60180711009
160,30204,Sandgate,Males,10–14,1572,1658.00671102247,1733.50071797739
160,30204,Sandgate,Males,15–19,1628,1657.97448695699,1734.65458211759
160,30204,Sandgate,Males,20–24,1468,1570.65977849659,1608.20516727484
160,30204,Sandgate,Males,25–29,1602,1551.32818418864,1635.06863699409
160,30204,Sandgate,Males,30–34,1686,1653.99154704889,1594.41707389653
160,30204,Sandgate,Males,35–39,1654,1770.66934361303,1750.04382427755
160,30204,Sandgate,Males,40–44,1701,1733.57883786655,1815.21171245333
160,30204,Sandgate,Males,45–49,1611,1774.07993008562,1808.39546539
160,30204,Sandgate,Males,50–54,1561,1641.54282819033,1795.20785168228
160,30204,Sandgate,Males,55–59,1210,1542.42208775652,1617.85319086256
160,30204,Sandgate,Males,60–64,966,1191.03615686301,1509.59006157902
160,30204,Sandgate,Males,65–69,728,914.765189152958,1130.30933548246
160,30204,Sandgate,Males,70–74,735,690.471318481533,863.347984566282
160,30204,Sandgate,Males,75–79,650,632.547821088924,612.063399857128
160,30204,Sandgate,Males,80–84,389,443.571390494066,448.303503685729
160,30204,Sandgate,Males,85,230,271.010713892422,323.059673598644
161,30301,Carindale,Females,0–4,1362,1288.79701502101,1269.25648369325
161,30301,Carindale,Females,5–9,1398,1466.04329079371,1392.89759461638
161,30301,Carindale,Females,10–14,1305,1453.25052898289,1507.35871250842
161,30301,Carindale,Females,15–19,1430,1450.14453254307,1579.61209804689
161,30301,Carindale,Females,20–24,1486,1541.74807608773,1591.06524652828
161,30301,Carindale,Females,25–29,1659,1525.73855414718,1608.97266049999
161,30301,Carindale,Females,30–34,1774,1803.08456460361,1717.40962273035
161,30301,Carindale,Females,35–39,1697,1877.1140845171,1909.9939179636
161,30301,Carindale,Females,40–44,1786,1852.35355326966,2000.69911931718
161,30301,Carindale,Females,45–49,1538,1783.32320476603,1852.16698611259
161,30301,Carindale,Females,50–54,1417,1529.8254440939,1753.09040587572
161,30301,Carindale,Females,55–59,990,1377.24779323066,1485.69214540478
161,30301,Carindale,Females,60–64,765,951.472274662497,1311.10846090655
161,30301,Carindale,Females,65–69,719,760.709794410181,942.097081688971
161,30301,Carindale,Females,70–74,832,721.037827999764,778.671303160151
161,30301,Carindale,Females,75–79,769,800.768183940617,717.937193280069
161,30301,Carindale,Females,80–84,503,666.534059901888,703.726781523868
161,30301,Carindale,Females,85,389,510.001549175256,673.540262840101
161,30301,Carindale,Males,0–4,1376,1347.22868941068,1327.01699425542
161,30301,Carindale,Males,5–9,1439,1482.97903102875,1440.89350600196
161,30301,Carindale,Males,10–14,1397,1501.85434811266,1537.23832055423
161,30301,Carindale,Males,15–19,1453,1530.69979236773,1630.31549807309
161,30301,Carindale,Males,20–24,1475,1527.42699923298,1604.16593494994
161,30301,Carindale,Males,25–29,1578,1473.76030374076,1547.45636439152
161,30301,Carindale,Males,30–34,1633,1690.52867800005,1619.95225633532
161,30301,Carindale,Males,35–39,1597,1732.65549161483,1775.66106893172
161,30301,Carindale,Males,40–44,1629,1714.47553209968,1822.52259547319
161,30301,Carindale,Males,45–49,1474,1635.70155556196,1714.43447222572
161,30301,Carindale,Males,50–54,1346,1446.42759694888,1599.93005881685
161,30301,Carindale,Males,55–59,982,1294.27797965498,1386.9688888319
161,30301,Carindale,Males,60–64,808,952.470171576924,1246.28775352805
161,30301,Carindale,Males,65–69,572,751.253412089345,898.205014053454
161,30301,Carindale,Males,70–74,647,563.908240870121,729.954189543569
161,30301,Carindale,Males,75–79,523,569.760726558444,519.024723875825
161,30301,Carindale,Males,80–84,286,410.410547226951,458.833346462694
161,30301,Carindale,Males,85,156,225.104583885542,324.717877276597
162,30302,Holland Park - Yeronga,Females,0–4,1614,1528.99267587996,1469.44682977394
162,30302,Holland Park - Yeronga,Females,5–9,1353,1415.39403317651,1318.29791047337
162,30302,Holland Park - Yeronga,Females,10–14,1315,1358.44111139559,1389.91614642064
162,30302,Holland Park - Yeronga,Females,15–19,1784,1746.65200952685,1774.77462711634
162,30302,Holland Park - Yeronga,Females,20–24,2948,2930.77178817515,2900.46964676134
162,30302,Holland Park - Yeronga,Females,25–29,3163,2989.38909410971,3014.2061428623
162,30302,Holland Park - Yeronga,Females,30–34,2804,2875.46786585832,2693.56790630903
162,30302,Holland Park - Yeronga,Females,35–39,2319,2471.36646732583,2484.26358038657
162,30302,Holland Park - Yeronga,Females,40–44,1922,2126.63258475543,2220.5802520178
162,30302,Holland Park - Yeronga,Females,45–49,1844,1885.41916221204,2032.79997708928
162,30302,Holland Park - Yeronga,Females,50–54,1644,1743.0433388678,1794.14179043517
162,30302,Holland Park - Yeronga,Females,55–59,1196,1554.96175914337,1640.60568751682
162,30302,Holland Park - Yeronga,Females,60–64,1022,1114.98027844631,1445.67620540716
162,30302,Holland Park - Yeronga,Females,65–69,967,947.479814935741,1050.3144810191
162,30302,Holland Park - Yeronga,Females,70–74,1027,848.392342981165,854.699511610342
162,30302,Holland Park - Yeronga,Females,75–79,1039,849.175187491578,718.22516004285
162,30302,Holland Park - Yeronga,Females,80–84,803,779.338244986656,653.219405281098
162,30302,Holland Park - Yeronga,Females,85,753,792.728711817588,816.494885758905
162,30302,Holland Park - Yeronga,Males,0–4,1731,1618.80328838287,1556.23184584557
162,30302,Holland Park - Yeronga,Males,5–9,1467,1526.28564974461,1410.75714004648
162,30302,Holland Park - Yeronga,Males,10–14,1345,1445.48578359179,1473.93697045919
162,30302,Holland Park - Yeronga,Males,15–19,1633,1749.83537200355,1827.64109049512
162,30302,Holland Park - Yeronga,Males,20–24,2607,2694.03922079993,2766.23384215813
162,30302,Holland Park - Yeronga,Males,25–29,3013,2650.39207751264,2708.03347916516
162,30302,Holland Park - Yeronga,Males,30–34,2884,2769.03463825436,2508.67510463385
162,30302,Holland Park - Yeronga,Males,35–39,2371,2537.21909815566,2441.52980609861
162,30302,Holland Park - Yeronga,Males,40–44,2051,2171.94492953167,2263.07719478777
162,30302,Holland Park - Yeronga,Males,45–49,1769,1940.49882599589,2021.92020675396
162,30302,Holland Park - Yeronga,Males,50–54,1617,1668.57192315806,1814.01729820665
162,30302,Holland Park - Yeronga,Males,55–59,1174,1509.75431870198,1553.1590583407
162,30302,Holland Park - Yeronga,Males,60–64,966,1078.35571045245,1380.47129130394
162,30302,Holland Park - Yeronga,Males,65–69,811,873.301975411171,992.530237769592
162,30302,Holland Park - Yeronga,Males,70–74,837,693.931868017041,765.940270350573
162,30302,Holland Park - Yeronga,Males,75–79,706,654.770276484572,564.778110777449
162,30302,Holland Park - Yeronga,Males,80–84,482,461.257765754004,445.269691803188
162,30302,Holland Park - Yeronga,Males,85,312,337.607506538444,352.780970962044
163,30303,Mt Gravatt,Females,0–4,1673,1574.64642957642,1541.2149597429
163,30303,Mt Gravatt,Females,5–9,1584,1759.02433160051,1653.74036288293
163,30303,Mt Gravatt,Females,10–14,1829,1888.44924948184,2018.40929168299
163,30303,Mt Gravatt,Females,15–19,2298,2389.69129882995,2455.10816661411
163,30303,Mt Gravatt,Females,20–24,2444,2555.3582144855,2644.33230259274
163,30303,Mt Gravatt,Females,25–29,2203,2076.90287566869,2179.68727866067
163,30303,Mt Gravatt,Females,30–34,2085,2088.92663643831,1986.38258118291
163,30303,Mt Gravatt,Females,35–39,2032,2213.46058071185,2217.16535068184
163,30303,Mt Gravatt,Females,40–44,2122,2187.4814886866,2324.58699018678
163,30303,Mt Gravatt,Females,45–49,2096,2222.75015040781,2286.48072962123
163,30303,Mt Gravatt,Females,50–54,2187,2131.15973292063,2268.39623303228
163,30303,Mt Gravatt,Females,55–59,1685,2101.27474419182,2081.37183368184
163,30303,Mt Gravatt,Females,60–64,1411,1590.83133719082,1998.67300120245
163,30303,Mt Gravatt,Females,65–69,1147,1323.41117700874,1513.95413570423
163,30303,Mt Gravatt,Females,70–74,1033,1066.9759595758,1236.24979520777
163,30303,Mt Gravatt,Females,75–79,925,944.907121507388,977.561700855923
163,30303,Mt Gravatt,Females,80–84,625,821.93653042604,851.072616978116
163,30303,Mt Gravatt,Females,85,575,699.904440392573,887.525510950106
163,30303,Mt Gravatt,Males,0–4,1721,1652.56654566785,1617.94406897653
163,30303,Mt Gravatt,Males,5–9,1743,1842.66345174224,1756.73038690091
163,30303,Mt Gravatt,Males,10–14,1850,2015.54920368361,2086.40683129572
163,30303,Mt Gravatt,Males,15–19,2383,2410.11968027866,2562.51821654747
163,30303,Mt Gravatt,Males,20–24,2577,2579.17941722862,2627.86216787604
163,30303,Mt Gravatt,Males,25–29,2250,2076.82403362119,2132.75524182285
163,30303,Mt Gravatt,Males,30–34,2035,2103.81067400028,1981.12789532211
163,30303,Mt Gravatt,Males,35–39,1948,2143.41858498563,2176.78579249067
163,30303,Mt Gravatt,Males,40–44,1857,2035.72256982694,2170.2444387493
163,30303,Mt Gravatt,Males,45–49,1864,1940.16779747746,2079.64298766846
163,30303,Mt Gravatt,Males,50–54,1999,1887.9947541841,1980.14560719766
163,30303,Mt Gravatt,Males,55–59,1724,1938.57313279418,1869.98366671219
163,30303,Mt Gravatt,Males,60–64,1352,1597.28739748065,1837.63125153469
163,30303,Mt Gravatt,Males,65–69,1099,1248.69405704006,1492.36129421499
163,30303,Mt Gravatt,Males,70–74,893,972.025091179638,1124.82434603096
163,30303,Mt Gravatt,Males,75–79,626,741.072097607951,814.749883018074
163,30303,Mt Gravatt,Males,80–84,376,506.623833751991,606.971633460875
163,30303,Mt Gravatt,Males,85,242,322.102366513842,433.598588223174
164,30304,Nathan,Females,0–4,956,876.07713643037,831.039983615748
164,30304,Nathan,Females,5–9,911,920.082848585362,838.191210068748
164,30304,Nathan,Females,10–14,835,889.76521732818,886.143727605106
164,30304,Nathan,Females,15–19,1193,1168.90247080676,1205.22507027965
164,30304,Nathan,Females,20–24,1413,1442.59632328627,1426.01148295336
164,30304,Nathan,Females,25–29,1299,1224.18500379757,1247.25198615498
164,30304,Nathan,Females,30–34,1363,1294.74713618271,1209.3591113892
164,30304,Nathan,Females,35–39,1240,1310.47172666754,1255.19635910274
164,30304,Nathan,Females,40–44,1138,1185.56010931689,1225.95113474334
164,30304,Nathan,Females,45–49,1005,1092.31377753898,1124.44109365413
164,30304,Nathan,Females,50–54,1021,1000.20466224664,1076.93366624457
164,30304,Nathan,Females,55–59,871,999.275502913959,987.250996593457
164,30304,Nathan,Females,60–64,765,823.118635724884,960.131912860439
164,30304,Nathan,Females,65–69,720,701.275972269097,768.830994315866
164,30304,Nathan,Females,70–74,722,631.929946039167,633.440694086308
164,30304,Nathan,Females,75–79,716,613.71071774038,547.115484469077
164,30304,Nathan,Females,80–84,467,553.619964979732,485.574929140232
164,30304,Nathan,Females,85,323,415.598500660216,516.033425052744
164,30304,Nathan,Males,0–4,1002,924.448356400616,877.211718647473
164,30304,Nathan,Males,5–9,944,965.360160710292,884.42263704996
164,30304,Nathan,Males,10–14,889,937.150848526227,940.983639554438
164,30304,Nathan,Males,15–19,1222,1211.04592529398,1244.11761083784
164,30304,Nathan,Males,20–24,1477,1430.28245178969,1418.60253836566
164,30304,Nathan,Males,25–29,1410,1258.91151069842,1249.85887189175
164,30304,Nathan,Males,30–34,1362,1343.74577013503,1224.58309857267
164,30304,Nathan,Males,35–39,1296,1315.96781656898,1283.54084749073
164,30304,Nathan,Males,40–44,1112,1210.72613422468,1213.93313609024
164,30304,Nathan,Males,45–49,998,1060.41925672059,1125.25311556334
164,30304,Nathan,Males,50–54,945,962.131002639459,1017.83164466065
164,30304,Nathan,Males,55–59,837,920.45394443489,934.416559606951
164,30304,Nathan,Males,60–64,685,779.083397707736,874.559077153572
164,30304,Nathan,Males,65–69,601,615.006807645679,709.752040628025
164,30304,Nathan,Males,70–74,589,509.622138901675,539.006211455216
164,30304,Nathan,Males,75–79,526,464.394084323976,415.603394236421
164,30304,Nathan,Males,80–84,295,355.734899373308,327.436147679565
164,30304,Nathan,Males,85,184,213.3028968803,260.628448480772
165,30305,Rocklea - Acacia Ridge,Females,0–4,1321,1351.79605435387,1409.18029224362
165,30305,Rocklea - Acacia Ridge,Females,5–9,1368,1511.97218278091,1535.97024956501
165,30305,Rocklea - Acacia Ridge,Females,10–14,1263,1514.93739108392,1652.32657732377
165,30305,Rocklea - Acacia Ridge,Females,15–19,1354,1479.91416414602,1718.77186481286
165,30305,Rocklea - Acacia Ridge,Females,20–24,1371,1519.01368725148,1661.26124788375
165,30305,Rocklea - Acacia Ridge,Females,25–29,1460,1456.99533322368,1617.19244888823
165,30305,Rocklea - Acacia Ridge,Females,30–34,1466,1622.23355297361,1639.88904210288
165,30305,Rocklea - Acacia Ridge,Females,35–39,1486,1650.92264956275,1796.1569660576
165,30305,Rocklea - Acacia Ridge,Females,40–44,1499,1659.41092902063,1825.8351865905
165,30305,Rocklea - Acacia Ridge,Females,45–49,1417,1691.93737543191,1862.24083647872
165,30305,Rocklea - Acacia Ridge,Females,50–54,1225,1505.20326870242,1777.45620134447
165,30305,Rocklea - Acacia Ridge,Females,55–59,833,1247.44934288236,1506.78453449408
165,30305,Rocklea - Acacia Ridge,Females,60–64,584,847.421689158122,1243.49405028094
165,30305,Rocklea - Acacia Ridge,Females,65–69,396,592.347112999298,840.292868336408
165,30305,Rocklea - Acacia Ridge,Females,70–74,388,415.513806222355,597.873270683234
165,30305,Rocklea - Acacia Ridge,Females,75–79,270,372.962761881623,401.73615199898
165,30305,Rocklea - Acacia Ridge,Females,80–84,152,247.337998914582,336.868111162548
165,30305,Rocklea - Acacia Ridge,Females,85,152,183.643959369937,257.794835933712
165,30305,Rocklea - Acacia Ridge,Males,0–4,1416,1425.32242037635,1486.28792055874
165,30305,Rocklea - Acacia Ridge,Males,5–9,1476,1606.76722954822,1616.86303359394
165,30305,Rocklea - Acacia Ridge,Males,10–14,1334,1618.30561437464,1745.08658126845
165,30305,Rocklea - Acacia Ridge,Males,15–19,1392,1546.96003572011,1817.24767041762
165,30305,Rocklea - Acacia Ridge,Males,20–24,1392,1536.45433810807,1694.45648233385
165,30305,Rocklea - Acacia Ridge,Males,25–29,1411,1451.64282384516,1604.54216261787
165,30305,Rocklea - Acacia Ridge,Males,30–34,1414,1532.57766247605,1570.91671399735
165,30305,Rocklea - Acacia Ridge,Males,35–39,1516,1595.89657199174,1710.49362495156
165,30305,Rocklea - Acacia Ridge,Males,40–44,1367,1630.62028293333,1728.0759804884
165,30305,Rocklea - Acacia Ridge,Males,45–49,1336,1557.19059524555,1802.67248818942
165,30305,Rocklea - Acacia Ridge,Males,50–54,1295,1427.21206277296,1651.27102632804
165,30305,Rocklea - Acacia Ridge,Males,55–59,940,1315.2715296363,1449.46561909427
165,30305,Rocklea - Acacia Ridge,Males,60–64,697,948.339770502392,1309.81857020106
165,30305,Rocklea - Acacia Ridge,Males,65–69,430,668.603682550189,906.548615189588
165,30305,Rocklea - Acacia Ridge,Males,70–74,325,416.592335116302,630.364048775093
165,30305,Rocklea - Acacia Ridge,Males,75–79,236,292.693478982402,373.012950276895
165,30305,Rocklea - Acacia Ridge,Males,80–84,107,191.478603277518,241.017391381286
165,30305,Rocklea - Acacia Ridge,Males,85,51,86.0763337650299,147.521104815697
166,30306,Sunnybank,Females,0–4,1212,1236.79323540334,1250.66213239739
166,30306,Sunnybank,Females,5–9,1310,1439.1545652154,1442.35771335801
166,30306,Sunnybank,Females,10–14,1371,1571.84524053998,1687.82582391192
166,30306,Sunnybank,Females,15–19,1709,1781.56478028731,1976.01790769399
166,30306,Sunnybank,Females,20–24,1925,1997.23872695614,2097.74386635694
166,30306,Sunnybank,Females,25–29,1735,1687.92402119121,1790.17667847312
166,30306,Sunnybank,Females,30–34,1374,1559.26633763238,1523.16516235061
166,30306,Sunnybank,Females,35–39,1499,1538.98010823484,1675.70490715082
166,30306,Sunnybank,Females,40–44,1581,1722.30285008904,1779.36350279119
166,30306,Sunnybank,Females,45–49,1630,1745.98668149625,1882.24884837965
166,30306,Sunnybank,Females,50–54,1548,1657.13227799996,1787.74009720274
166,30306,Sunnybank,Females,55–59,1065,1485.75049886763,1594.84932355513
166,30306,Sunnybank,Females,60–64,710,999.426514803366,1388.84491695144
166,30306,Sunnybank,Females,65–69,508,672.404366778672,932.972453333816
166,30306,Sunnybank,Females,70–74,491,509.776779682843,662.579983326219
166,30306,Sunnybank,Females,75–79,421,473.113941701869,493.829636992583
166,30306,Sunnybank,Females,80–84,288,386.143520659532,435.956999144384
166,30306,Sunnybank,Females,85,232,304.713716845357,404.125819939085
166,30306,Sunnybank,Males,0–4,1333,1307.25767518858,1322.31089712423
166,30306,Sunnybank,Males,5–9,1401,1539.52757752487,1506.22444228619
166,30306,Sunnybank,Males,10–14,1461,1665.07720226689,1787.71788790785
166,30306,Sunnybank,Males,15–19,1773,1861.22007748857,2062.73526439756
166,30306,Sunnybank,Males,20–24,2011,2035.47354698706,2141.3179159452
166,30306,Sunnybank,Males,25–29,1753,1720.35961412168,1794.9161628525
166,30306,Sunnybank,Males,30–34,1423,1578.70830819522,1549.39835583942
166,30306,Sunnybank,Males,35–39,1380,1536.40529089775,1646.30317923629
166,30306,Sunnybank,Males,40–44,1413,1577.08483737224,1711.22731621579
166,30306,Sunnybank,Males,45–49,1453,1556.86361621715,1704.41822258858
166,30306,Sunnybank,Males,50–54,1493,1489.81180630536,1606.31415025681
166,30306,Sunnybank,Males,55–59,1127,1439.14815276767,1454.83594119737
166,30306,Sunnybank,Males,60–64,800,1056.9828130658,1355.11961240495
166,30306,Sunnybank,Males,65–69,514,733.678082412931,969.469750977873
166,30306,Sunnybank,Males,70–74,413,493.54771437048,690.74443245741
166,30306,Sunnybank,Males,75–79,326,375.263714347462,447.237914945051
166,30306,Sunnybank,Males,80–84,209,268.908198643756,315.192485038491
166,30306,Sunnybank,Males,85,118,168.462168091286,227.340231457847
167,30401,Centenary,Females,0–4,921,925.35110666416,928.642856364602
167,30401,Centenary,Females,5–9,1027,1052.34378802102,1041.27988239907
167,30401,Centenary,Females,10–14,1123,1169.31873102965,1195.5502083979
167,30401,Centenary,Females,15–19,1213,1260.05926189343,1314.99249956348
167,30401,Centenary,Females,20–24,1059,1126.31618787528,1181.65175405505
167,30401,Centenary,Females,25–29,1077,1028.83577776229,1101.40973126487
167,30401,Centenary,Females,30–34,1204,1266.12110454379,1233.19472448647
167,30401,Centenary,Females,35–39,1138,1284.47019296926,1336.81619470511
167,30401,Centenary,Females,40–44,1333,1308.71481430469,1432.30318542999
167,30401,Centenary,Females,45–49,1305,1423.38698575138,1425.46094533137
167,30401,Centenary,Females,50–54,1242,1307.56371768462,1430.67029920468
167,30401,Centenary,Females,55–59,784,1161.24590464932,1229.43104460625
167,30401,Centenary,Females,60–64,485,725.325811045922,1062.6619061252
167,30401,Centenary,Females,65–69,337,474.956716347169,690.424548745564
167,30401,Centenary,Females,70–74,315,346.087887707948,472.001554071047
167,30401,Centenary,Females,75–79,258,340.87286644595,370.913422481503
167,30401,Centenary,Females,80–84,237,251.97928393819,324.543127457769
167,30401,Centenary,Females,85,305,340.324768618628,376.568815735741
167,30401,Centenary,Males,0–4,1026,984.006851746917,987.894557914509
167,30401,Centenary,Males,5–9,1043,1126.60556986083,1084.39740109129
167,30401,Centenary,Males,10–14,1090,1177.38890904536,1247.37717016502
167,30401,Centenary,Males,15–19,1249,1234.14563382439,1320.68538547594
167,30401,Centenary,Males,20–24,1091,1148.12375533624,1166.91788200769
167,30401,Centenary,Males,25–29,1044,1008.06449088538,1071.33356837029
167,30401,Centenary,Males,30–34,1044,1177.69452827996,1150.93716860887
167,30401,Centenary,Males,35–39,1096,1165.90606350534,1254.29629425573
167,30401,Centenary,Males,40–44,1175,1224.96329427595,1288.97656251756
167,30401,Centenary,Males,45–49,1194,1261.60243538,1315.72190732209
167,30401,Centenary,Males,50–54,1228,1206.12380809014,1287.28606444831
167,30401,Centenary,Males,55–59,835,1155.76468780182,1153.30537664215
167,30401,Centenary,Males,60–64,514,762.797005487314,1050.21019002429
167,30401,Centenary,Males,65–69,336,497.791499391961,720.097726524573
167,30401,Centenary,Males,70–74,313,333.445303993328,477.908613721488
167,30401,Centenary,Males,75–79,184,281.823984655192,304.636610600636
167,30401,Centenary,Males,80–84,115,165.03249566673,243.731928749047
167,30401,Centenary,Males,85,107,132.71949842369,175.607928587294
168,30402,Kenmore - Brookfield - Moggill,Females,0–4,1057,1015.84345198893,1002.02048278642
168,30402,Kenmore - Brookfield - Moggill,Females,5–9,1349,1397.65797729324,1341.80281069015
168,30402,Kenmore - Brookfield - Moggill,Females,10–14,1459,1573.54505587937,1611.73303592535
168,30402,Kenmore - Brookfield - Moggill,Females,15–19,1563,1562.62884665212,1661.20853798958
168,30402,Kenmore - Brookfield - Moggill,Females,20–24,1170,1235.27935758505,1263.37471686722
168,30402,Kenmore - Brookfield - Moggill,Females,25–29,912,830.19028252754,882.26504295263
168,30402,Kenmore - Brookfield - Moggill,Females,30–34,1101,1135.30994641857,1077.24896127922
168,30402,Kenmore - Brookfield - Moggill,Females,35–39,1389,1510.43239191376,1541.5244060733
168,30402,Kenmore - Brookfield - Moggill,Females,40–44,1593,1647.05630307683,1748.81896453433
168,30402,Kenmore - Brookfield - Moggill,Females,45–49,1703,1729.84512314453,1787.6161246574
168,30402,Kenmore - Brookfield - Moggill,Females,50–54,1669,1672.4872211802,1729.54195551692
168,30402,Kenmore - Brookfield - Moggill,Females,55–59,1225,1543.18006748749,1566.60767473392
168,30402,Kenmore - Brookfield - Moggill,Females,60–64,850,1085.07945295091,1385.49895071119
168,30402,Kenmore - Brookfield - Moggill,Females,65–69,577,748.542141157839,956.891024552481
168,30402,Kenmore - Brookfield - Moggill,Females,70–74,509,535.066109502302,685.265906048994
168,30402,Kenmore - Brookfield - Moggill,Females,75–79,405,482.200639989284,506.971392172836
168,30402,Kenmore - Brookfield - Moggill,Females,80–84,288,376.3719215531,445.025265544526
168,30402,Kenmore - Brookfield - Moggill,Females,85,355,394.339285592675,472.539502400194
168,30402,Kenmore - Brookfield - Moggill,Males,0–4,1124,1071.35576851892,1057.12867681358
168,30402,Kenmore - Brookfield - Moggill,Males,5–9,1383,1458.01547181553,1394.74935537235
168,30402,Kenmore - Brookfield - Moggill,Males,10–14,1501,1606.81481814394,1664.03908860179
168,30402,Kenmore - Brookfield - Moggill,Males,15–19,1597,1603.04989265752,1697.97648064666
168,30402,Kenmore - Brookfield - Moggill,Males,20–24,1282,1277.99101784466,1304.03125939784
168,30402,Kenmore - Brookfield - Moggill,Males,25–29,893,860.400324223098,888.831654391264
168,30402,Kenmore - Brookfield - Moggill,Males,30–34,985,1071.32626237375,1037.98003846798
168,30402,Kenmore - Brookfield - Moggill,Males,35–39,1271,1375.11416070121,1433.24793571172
168,30402,Kenmore - Brookfield - Moggill,Males,40–44,1373,1467.56009970292,1548.92859810214
168,30402,Kenmore - Brookfield - Moggill,Males,45–49,1436,1491.04558125552,1572.69938966545
168,30402,Kenmore - Brookfield - Moggill,Males,50–54,1575,1432.98498346392,1505.25449471087
168,30402,Kenmore - Brookfield - Moggill,Males,55–59,1258,1461.07525208362,1371.58410149276
168,30402,Kenmore - Brookfield - Moggill,Males,60–64,903,1120.15011748893,1329.10488962646
168,30402,Kenmore - Brookfield - Moggill,Males,65–69,608,773.102504158315,970.142790330302
168,30402,Kenmore - Brookfield - Moggill,Males,70–74,490,532.435485391548,679.09401408176
168,30402,Kenmore - Brookfield - Moggill,Males,75–79,331,425.922333103553,467.215754189476
168,30402,Kenmore - Brookfield - Moggill,Males,80–84,176,274.181738406415,352.947570441622
168,30402,Kenmore - Brookfield - Moggill,Males,85,132,172.877913199256,246.495818493262
169,30403,Sherwood - Indooroopilly,Females,0–4,909,846.148460187127,829.327010249596
169,30403,Sherwood - Indooroopilly,Females,5–9,887,938.132740695825,868.725313506444
169,30403,Sherwood - Indooroopilly,Females,10–14,961,1010.76488591227,1040.99708297686
169,30403,Sherwood - Indooroopilly,Females,15–19,2492,2348.87088695219,2384.68613933837
169,30403,Sherwood - Indooroopilly,Females,20–24,3429,3542.56660614516,3466.31443086273
169,30403,Sherwood - Indooroopilly,Females,25–29,1869,1942.48246024665,2020.07265414336
169,30403,Sherwood - Indooroopilly,Females,30–34,1383,1421.72531048383,1401.28159372463
169,30403,Sherwood - Indooroopilly,Females,35–39,1203,1261.42921659154,1272.46021137999
169,30403,Sherwood - Indooroopilly,Females,40–44,1271,1201.98988248349,1239.16451903996
169,30403,Sherwood - Indooroopilly,Females,45–49,1313,1324.01039605987,1273.11820148454
169,30403,Sherwood - Indooroopilly,Females,50–54,1384,1317.40542763486,1342.82909536846
169,30403,Sherwood - Indooroopilly,Females,55–59,1004,1303.732653511,1260.15326360288
169,30403,Sherwood - Indooroopilly,Females,60–64,664,917.549115186519,1193.82960946953
169,30403,Sherwood - Indooroopilly,Females,65–69,562,614.251626860294,833.406331475035
169,30403,Sherwood - Indooroopilly,Females,70–74,686,536.375249030353,591.094757528702
169,30403,Sherwood - Indooroopilly,Females,75–79,701,628.048788269239,512.02249227693
169,30403,Sherwood - Indooroopilly,Females,80–84,630,581.773736915046,533.751631330959
169,30403,Sherwood - Indooroopilly,Females,85,593,667.280398274833,693.12612042032
169,30403,Sherwood - Indooroopilly,Males,0–4,910,884.227212054014,867.030110426588
169,30403,Sherwood - Indooroopilly,Males,5–9,960,962.009568028519,916.909830101757
169,30403,Sherwood - Indooroopilly,Males,10–14,1027,1074.21398697092,1065.62184221436
169,30403,Sherwood - Indooroopilly,Males,15–19,2149,2375.10978268258,2410.64678516593
169,30403,Sherwood - Indooroopilly,Males,20–24,3257,3181.99545457246,3336.60490151095
169,30403,Sherwood - Indooroopilly,Males,25–29,2051,1902.50553441778,1914.17912103016
169,30403,Sherwood - Indooroopilly,Males,30–34,1436,1531.81279985289,1420.88098734263
169,30403,Sherwood - Indooroopilly,Males,35–39,1202,1284.72797013239,1320.27299166943
169,30403,Sherwood - Indooroopilly,Males,40–44,1218,1187.62211269872,1234.72896017357
169,30403,Sherwood - Indooroopilly,Males,45–49,1211,1250.85566044368,1227.76950314076
169,30403,Sherwood - Indooroopilly,Males,50–54,1231,1196.34427480093,1240.99589709986
169,30403,Sherwood - Indooroopilly,Males,55–59,971,1162.91177023261,1140.48393060908
169,30403,Sherwood - Indooroopilly,Males,60–64,638,884.460047581769,1068.73387326733
169,30403,Sherwood - Indooroopilly,Males,65–69,509,577.73029322547,789.475827244182
169,30403,Sherwood - Indooroopilly,Males,70–74,502,466.746131923725,536.518977347213
169,30403,Sherwood - Indooroopilly,Males,75–79,444,418.052939655655,399.097132821812
169,30403,Sherwood - Indooroopilly,Males,80–84,321,332.321490648829,325.415507807007
169,30403,Sherwood - Indooroopilly,Males,85,229,263.043255556348,292.648162502538
170,30404,The Gap - Enoggera,Females,0–4,1314,1238.97740834801,1202.68956362111
170,30404,The Gap - Enoggera,Females,5–9,1309,1349.29612694435,1266.26375305843
170,30404,The Gap - Enoggera,Females,10–14,1494,1440.13893493396,1462.98606156815
170,30404,The Gap - Enoggera,Females,15–19,1597,1615.90971038575,1586.65596369863
170,30404,The Gap - Enoggera,Females,20–24,1520,1480.9596771123,1510.76104462219
170,30404,The Gap - Enoggera,Females,25–29,1542,1453.52775491389,1477.53350346146
170,30404,The Gap - Enoggera,Females,30–34,1586,1638.03922588171,1556.1291145255
170,30404,The Gap - Enoggera,Females,35–39,1628,1709.24804241774,1736.00256357801
170,30404,The Gap - Enoggera,Females,40–44,1681,1758.08580424647,1820.78541257001
